"","state","quantile","occ_category","share_quantile","percentile"
"23511","MN",22,"Life, Physical, and Social Science",0.0105001381597126,0.55
"23512","MN",22,"Community and Social Services",0.0266475545730865,0.55
"23513","MN",22,"Legal",0.0195841392649903,0.55
"23514","MN",22,"Education, Training, and Library",0.00944667035092567,0.55
"23515","MN",22,"Arts, Design, Entertainment, Sports, and Media",0.0233662613981763,0.55
"23516","MN",22,"Healthcare Practitioners and Technicians",0.0981970157502072,0.55
"23517","MN",22,"Healthcare Support",0.0210520862116607,0.55
"23518","MN",22,"Protective Service",0.00233144515059409,0.55
"23519","MN",22,"Food Preparation and Serving",0.0221573639126831,0.55
"23520","MN",22,"Building and Grounds Cleaning and Maintenance",0.0181680022105554,0.55
"23521","MN",22,"Personal Care and Service",0.0151457584968223,0.55
"23522","MN",22,"Sales and Related",0.0736736667587731,0.55
"23523","MN",22,"Office and Administrative Support",0.157087593257806,0.55
"23524","MN",22,"Farming, Fishing, and Forestry",0.00657985631389887,0.55
"23525","MN",22,"Construction",0.0425877314175186,0.55
"23526","MN",22,"Extraction",0.000466289030118817,0.55
"23527","MN",22,"Installation, Maintenance, and Repair",0.0446773970710141,0.55
"23528","MN",22,"Production",0.11424081237911,0.55
"23529","MN",22,"Transportation and Material Moving",0.080909781707654,0.55
"23530","MN",22,"Not Identified",0.0202922077922078,0.55
"23531","MN",23,"Chief Executives",0.0101806239737274,0.575
"23532","MN",23,"Other Managers",0.00770892749114165,0.575
"23533","MN",23,"Business Operations Specialists",0.0919540229885057,0.575
"23534","MN",23,"Financial Specialists",0.0687062483795696,0.575
"23535","MN",23,"Computer and Mathematical",0.0345518969838389,0.575
"23536","MN",23,"Architecture and Engineering",0.0146054792152796,0.575
"23537","MN",23,"Life, Physical, and Social Science",0.0174055829228243,0.575
"23538","MN",23,"Community and Social Services",0.037645838734768,0.575
"23539","MN",23,"Legal",0.0271540921268689,0.575
"23540","MN",23,"Education, Training, and Library",0.00563477659666407,0.575
"23541","MN",23,"Arts, Design, Entertainment, Sports, and Media",0.0198772794054101,0.575
"23542","MN",23,"Healthcare Practitioners and Technicians",0.0656814449917898,0.575
"23543","MN",23,"Healthcare Support",0.0241465733298764,0.575
"23544","MN",23,"Protective Service",0.0111658456486043,0.575
"23545","MN",23,"Food Preparation and Serving",0.0128770201365483,0.575
"23546","MN",23,"Building and Grounds Cleaning and Maintenance",0.0144844870797684,0.575
"23547","MN",23,"Personal Care and Service",0.0188402039581713,0.575
"23548","MN",23,"Sales and Related",0.0688272405150808,0.575
"23549","MN",23,"Office and Administrative Support",0.150393224440411,0.575
"23550","MN",23,"Farming, Fishing, and Forestry",0.00895341802782819,0.575
"23551","MN",23,"Construction",0.04901909947282,0.575
"23552","MN",23,"Extraction",6.91383631492524e-05,0.575
"23553","MN",23,"Installation, Maintenance, and Repair",0.0426410854723014,0.575
"23554","MN",23,"Production",0.10730273960764,0.575
"23555","MN",23,"Transportation and Material Moving",0.0719730360383718,0.575
"23556","MN",23,"Not Identified",0.0182006740990407,0.575
"23557","MN",24,"Chief Executives",0.00285886506501335,0.6
"23558","MN",24,"Other Managers",0.0055282872642728,0.6
"23559","MN",24,"Business Operations Specialists",0.0884698183070697,0.6
"23560","MN",24,"Financial Specialists",0.0778954619822613,0.6
"23561","MN",24,"Computer and Mathematical",0.0351158184792904,0.6
"23562","MN",24,"Architecture and Engineering",0.00933436665805563,0.6
"23563","MN",24,"Life, Physical, and Social Science",0.0160337552742616,0.6
"23564","MN",24,"Community and Social Services",0.0244036855248428,0.6
"23565","MN",24,"Legal",0.0161887539826057,0.6
"23566","MN",24,"Education, Training, and Library",0.00988547317661242,0.6
"23567","MN",24,"Arts, Design, Entertainment, Sports, and Media",0.0207526048394041,0.6
"23568","MN",24,"Healthcare Practitioners and Technicians",0.0762765865840007,0.6
"23569","MN",24,"Healthcare Support",0.0175837423577026,0.6
"23570","MN",24,"Protective Service",0.00759493670886076,0.6
"23571","MN",24,"Food Preparation and Serving",0.0224231464737794,0.6
"23572","MN",24,"Building and Grounds Cleaning and Maintenance",0.0151726513390166,0.6
"23573","MN",24,"Personal Care and Service",0.0162920864548351,0.6
"23574","MN",24,"Sales and Related",0.0877981572375786,0.6
"23575","MN",24,"Office and Administrative Support",0.127650047360716,0.6
"23576","MN",24,"Farming, Fishing, and Forestry",0.00320330663911134,0.6
"23577","MN",24,"Construction",0.0625850340136054,0.6
"23578","MN",24,"Extraction",0.000223887023163696,0.6
"23579","MN",24,"Installation, Maintenance, and Repair",0.0546456557306467,0.6
"23580","MN",24,"Production",0.116989580642384,0.6
"23581","MN",24,"Transportation and Material Moving",0.0651855678980453,0.6
"23582","MN",24,"Not Identified",0.019908722982864,0.6
"23583","MN",25,"Chief Executives",0.00128429858206494,0.625
"23584","MN",25,"Other Managers",0.00999670247661362,0.625
"23585","MN",25,"Business Operations Specialists",0.088460403686284,0.625
"23586","MN",25,"Financial Specialists",0.0654645169128239,0.625
"23587","MN",25,"Computer and Mathematical",0.0493760738645239,0.625
"23588","MN",25,"Architecture and Engineering",0.0259983685936931,0.625
"23589","MN",25,"Life, Physical, and Social Science",0.0144570367413527,0.625
"23590","MN",25,"Community and Social Services",0.0229438206147278,0.625
"23591","MN",25,"Legal",0.0244363838317222,0.625
"23592","MN",25,"Education, Training, and Library",0.00888595775698988,0.625
"23593","MN",25,"Arts, Design, Entertainment, Sports, and Media",0.0170429892917267,0.625
"23594","MN",25,"Healthcare Practitioners and Technicians",0.099654627813742,0.625
"23595","MN",25,"Healthcare Support",0.0174942293340738,0.625
"23596","MN",25,"Protective Service",0.00414793731234489,0.625
"23597","MN",25,"Food Preparation and Serving",0.00772314687863378,0.625
"23598","MN",25,"Building and Grounds Cleaning and Maintenance",0.0134157135667054,0.625
"23599","MN",25,"Personal Care and Service",0.0152553845085822,0.625
"23600","MN",25,"Sales and Related",0.0717471667331956,0.625
"23601","MN",25,"Office and Administrative Support",0.127301758100627,0.625
"23602","MN",25,"Farming, Fishing, and Forestry",0.00395702806365956,0.625
"23603","MN",25,"Construction",0.0696298096114129,0.625
"23604","MN",25,"Extraction",0.00130165396830906,0.625
"23605","MN",25,"Installation, Maintenance, and Repair",0.052985994203301,0.625
"23606","MN",25,"Production",0.106839757718808,0.625
"23607","MN",25,"Transportation and Material Moving",0.0625488120238116,0.625
"23608","MN",25,"Not Identified",0.0176504278102709,0.625
"23609","MN",26,"Chief Executives",0.000482833543136004,0.65
"23610","MN",26,"Other Managers",0.0152092566087841,0.65
"23611","MN",26,"Business Operations Specialists",0.102222758703937,0.65
"23612","MN",26,"Financial Specialists",0.0763566760359366,0.65
"23613","MN",26,"Computer and Mathematical",0.0531806659654084,0.65
"23614","MN",26,"Architecture and Engineering",0.0174854718835681,0.65
"23615","MN",26,"Life, Physical, and Social Science",0.0133813867669121,0.65
"23616","MN",26,"Community and Social Services",0.0327981928230243,0.65
"23617","MN",26,"Legal",0.0181924781431601,0.65
"23618","MN",26,"Education, Training, and Library",0.0166405131830801,0.65
"23619","MN",26,"Arts, Design, Entertainment, Sports, and Media",0.0224862478660482,0.65
"23620","MN",26,"Healthcare Practitioners and Technicians",0.0975841078788088,0.65
"23621","MN",26,"Healthcare Support",0.00996706385473608,0.65
"23622","MN",26,"Protective Service",0.00558707385628804,0.65
"23623","MN",26,"Food Preparation and Serving",0.00656998499767205,0.65
"23624","MN",26,"Building and Grounds Cleaning and Maintenance",0.0107430463347761,0.65
"23625","MN",26,"Personal Care and Service",0.0102084806263041,0.65
"23626","MN",26,"Sales and Related",0.0783742304840406,0.65
"23627","MN",26,"Office and Administrative Support",0.103429842561777,0.65
"23628","MN",26,"Farming, Fishing, and Forestry",0.00488006759669604,0.65
"23629","MN",26,"Construction",0.0580607335621045,0.65
"23630","MN",26,"Extraction",0.00260385232191202,0.65
"23631","MN",26,"Installation, Maintenance, and Repair",0.0552671966339604,0.65
"23632","MN",26,"Production",0.0985497749650808,0.65
"23633","MN",26,"Transportation and Material Moving",0.0689589763928885,0.65
"23634","MN",26,"Not Identified",0.0207790864099602,0.65
"23635","MN",27,"Chief Executives",0.00290964512721038,0.675
"23636","MN",27,"Other Managers",0.0111536396543064,0.675
"23637","MN",27,"Business Operations Specialists",0.112679471414469,0.675
"23638","MN",27,"Financial Specialists",0.0702471466426506,0.675
"23639","MN",27,"Computer and Mathematical",0.0500701432307452,0.675
"23640","MN",27,"Architecture and Engineering",0.029806543237673,0.675
"23641","MN",27,"Life, Physical, and Social Science",0.017007568541194,0.675
"23642","MN",27,"Community and Social Services",0.0392802092173401,0.675
"23643","MN",27,"Legal",0.0143923517899513,0.675
"23644","MN",27,"Education, Training, and Library",0.0135783439269818,0.675
"23645","MN",27,"Arts, Design, Entertainment, Sports, and Media",0.0252169244358233,0.675
"23646","MN",27,"Healthcare Practitioners and Technicians",0.112350404406034,0.675
"23647","MN",27,"Healthcare Support",0.00713555828815878,0.675
"23648","MN",27,"Protective Service",0.00360241777654618,0.675
"23649","MN",27,"Food Preparation and Serving",0.0088674899114983,0.675
"23650","MN",27,"Building and Grounds Cleaning and Maintenance",0.00916191828746601,0.675
"23651","MN",27,"Personal Care and Service",0.0135610246107484,0.675
"23652","MN",27,"Sales and Related",0.0720137168984568,0.675
"23653","MN",27,"Office and Administrative Support",0.0877223367221462,0.675
"23654","MN",27,"Farming, Fishing, and Forestry",0.00632155042518921,0.675
"23655","MN",27,"Construction",0.0561492232286669,0.675
"23656","MN",27,"Extraction",0.00084864649543636,0.675
"23657","MN",27,"Installation, Maintenance, and Repair",0.0552832574169972,0.675
"23658","MN",27,"Production",0.0932991565492994,0.675
"23659","MN",27,"Transportation and Material Moving",0.0687923240790454,0.675
"23660","MN",27,"Not Identified",0.0185489876859662,0.675
"23661","MN",28,"Chief Executives",0.000587239628311859,0.7
"23662","MN",28,"Other Managers",0.0143873708936405,0.7
"23663","MN",28,"Business Operations Specialists",0.126532868147432,0.7
"23664","MN",28,"Financial Specialists",0.071608691146499,0.7
"23665","MN",28,"Computer and Mathematical",0.043680265294138,0.7
"23666","MN",28,"Architecture and Engineering",0.0291374486165325,0.7
"23667","MN",28,"Life, Physical, and Social Science",0.0223323776296245,0.7
"23668","MN",28,"Community and Social Services",0.0331272237382984,0.7
"23669","MN",28,"Legal",0.0188089398597534,0.7
"23670","MN",28,"Education, Training, and Library",0.01162389028982,0.7
"23671","MN",28,"Arts, Design, Entertainment, Sports, and Media",0.0197243428097689,0.7
"23672","MN",28,"Healthcare Practitioners and Technicians",0.136032332723065,0.7
"23673","MN",28,"Healthcare Support",0.00310891567929808,0.7
"23674","MN",28,"Protective Service",0.00682234274068189,0.7
"23675","MN",28,"Food Preparation and Serving",0.00678779923313413,0.7
"23676","MN",28,"Building and Grounds Cleaning and Maintenance",0.00949946457563301,0.7
"23677","MN",28,"Personal Care and Service",0.00512971087084182,0.7
"23678","MN",28,"Sales and Related",0.0806590901240112,0.7
"23679","MN",28,"Office and Administrative Support",0.08252443953159,0.7
"23680","MN",28,"Farming, Fishing, and Forestry",0.00628691837369166,0.7
"23681","MN",28,"Construction",0.0642509240388269,0.7
"23682","MN",28,"Extraction",0.00297074164910705,0.7
"23683","MN",28,"Installation, Maintenance, and Repair",0.0535769802065702,0.7
"23684","MN",28,"Production",0.0766174997409237,0.7
"23685","MN",28,"Transportation and Material Moving",0.0538187847594045,0.7
"23686","MN",28,"Not Identified",0.0203633976994024,0.7
"23687","MN",29,"Chief Executives",0.00444359914240266,0.725
"23688","MN",29,"Other Managers",0.0142817622242202,0.725
"23689","MN",29,"Business Operations Specialists",0.114236807524725,0.725
"23690","MN",29,"Financial Specialists",0.0788954976139429,0.725
"23691","MN",29,"Computer and Mathematical",0.06948959125804,0.725
"23692","MN",29,"Architecture and Engineering",0.0456636005256242,0.725
"23693","MN",29,"Life, Physical, and Social Science",0.0202123245037693,0.725
"23694","MN",29,"Community and Social Services",0.0351856974894529,0.725
"23695","MN",29,"Legal",0.0147313092191714,0.725
"23696","MN",29,"Education, Training, and Library",0.0139878276505982,0.725
"23697","MN",29,"Arts, Design, Entertainment, Sports, and Media",0.0146102773359153,0.725
"23698","MN",29,"Healthcare Practitioners and Technicians",0.129296631855592,0.725
"23699","MN",29,"Healthcare Support",0.006017013624732,0.725
"23700","MN",29,"Protective Service",0.0011238674873781,0.725
"23701","MN",29,"Food Preparation and Serving",0.0056366277059271,0.725
"23702","MN",29,"Building and Grounds Cleaning and Maintenance",0.0111522235285981,0.725
"23703","MN",29,"Personal Care and Service",0.0103741614219517,0.725
"23704","MN",29,"Sales and Related",0.0551905387647832,0.725
"23705","MN",29,"Office and Administrative Support",0.0735528044816377,0.725
"23706","MN",29,"Farming, Fishing, and Forestry",0.00337160246213431,0.725
"23707","MN",29,"Construction",0.0685559167300643,0.725
"23708","MN",29,"Extraction",0.001504253406183,0.725
"23709","MN",29,"Installation, Maintenance, and Repair",0.0689363026488692,0.725
"23710","MN",29,"Production",0.0660834082578325,0.725
"23711","MN",29,"Transportation and Material Moving",0.0510927450031122,0.725
"23712","MN",29,"Not Identified",0.0223736081333426,0.725
"23713","MN",30,"Chief Executives",0.0029379234066086,0.75
"23714","MN",30,"Other Managers",0.0117689755288262,0.75
"23715","MN",30,"Business Operations Specialists",0.123842112539748,0.75
"23716","MN",30,"Financial Specialists",0.0760922162311627,0.75
"23717","MN",30,"Computer and Mathematical",0.061471726807687,0.75
"23718","MN",30,"Architecture and Engineering",0.0506705378128024,0.75
"23719","MN",30,"Life, Physical, and Social Science",0.0108357527996682,0.75
"23720","MN",30,"Community and Social Services",0.0466438545555095,0.75
"23721","MN",30,"Legal",0.0137045485967095,0.75
"23722","MN",30,"Education, Training, and Library",0.0217579151112955,0.75
"23723","MN",30,"Arts, Design, Entertainment, Sports, and Media",0.0160203235172128,0.75
"23724","MN",30,"Healthcare Practitioners and Technicians",0.128128024332919,0.75
"23725","MN",30,"Healthcare Support",0.00357735379510577,0.75
"23726","MN",30,"Protective Service",0.00266141296833955,0.75
"23727","MN",30,"Food Preparation and Serving",0.00407852896446841,0.75
"23728","MN",30,"Building and Grounds Cleaning and Maintenance",0.00660168671367344,0.75
"23729","MN",30,"Personal Care and Service",0.00480436886492465,0.75
"23730","MN",30,"Sales and Related",0.0949986174478087,0.75
"23731","MN",30,"Office and Administrative Support",0.0678141849854832,0.75
"23732","MN",30,"Farming, Fishing, and Forestry",0.00240218443246233,0.75
"23733","MN",30,"Construction",0.0578943730125812,0.75
"23734","MN",30,"Extraction",0.000933222729158026,0.75
"23735","MN",30,"Installation, Maintenance, and Repair",0.0448292548043689,0.75
"23736","MN",30,"Production",0.0702509332227292,0.75
"23737","MN",30,"Transportation and Material Moving",0.0518284252730541,0.75
"23738","MN",30,"Not Identified",0.0234515415456934,0.75
"23739","MN",31,"Chief Executives",0.0078250505259885,0.775
"23740","MN",31,"Other Managers",0.010744329861291,0.775
"23741","MN",31,"Business Operations Specialists",0.146361265136204,0.775
"23742","MN",31,"Financial Specialists",0.0769722409355513,0.775
"23743","MN",31,"Computer and Mathematical",0.076298561088943,0.775
"23744","MN",31,"Architecture and Engineering",0.0695617626228602,0.775
"23745","MN",31,"Life, Physical, and Social Science",0.011504378919003,0.775
"23746","MN",31,"Community and Social Services",0.0318529650550172,0.775
"23747","MN",31,"Legal",0.0112279974434714,0.775
"23748","MN",31,"Education, Training, and Library",0.0116598434989895,0.775
"23749","MN",31,"Arts, Design, Entertainment, Sports, and Media",0.0273963137620701,0.775
"23750","MN",31,"Healthcare Practitioners and Technicians",0.13649790122817,0.775
"23751","MN",31,"Healthcare Support",0.00224559948869427,0.775
"23752","MN",31,"Protective Service",0.00193467032872122,0.775
"23753","MN",31,"Food Preparation and Serving",0.00354113765524866,0.775
"23754","MN",31,"Building and Grounds Cleaning and Maintenance",0.00640859546388903,0.775
"23755","MN",31,"Personal Care and Service",0.00621858319946106,0.775
"23756","MN",31,"Sales and Related",0.0727919711181358,0.775
"23757","MN",31,"Office and Administrative Support",0.0484013059024719,0.775
"23758","MN",31,"Farming, Fishing, and Forestry",0.000829144426594808,0.775
"23759","MN",31,"Construction",0.0598711371370334,0.775
"23760","MN",31,"Extraction",0.00141645506209946,0.775
"23761","MN",31,"Installation, Maintenance, and Repair",0.0466221001537372,0.775
"23762","MN",31,"Production",0.0570209531706137,0.775
"23763","MN",31,"Transportation and Material Moving",0.0473994230536698,0.775
"23764","MN",31,"Not Identified",0.0273963137620701,0.775
"23765","MN",32,"Chief Executives",0.00572486077000242,0.8
"23766","MN",32,"Other Managers",0.0131446954235705,0.8
"23767","MN",32,"Business Operations Specialists",0.151855823445986,0.8
"23768","MN",32,"Financial Specialists",0.0679892075132312,0.8
"23769","MN",32,"Computer and Mathematical",0.0939326853229098,0.8
"23770","MN",32,"Architecture and Engineering",0.0574215642187554,0.8
"23771","MN",32,"Life, Physical, and Social Science",0.0168805562281642,0.8
"23772","MN",32,"Community and Social Services",0.0348334428724619,0.8
"23773","MN",32,"Legal",0.0287626690649971,0.8
"23774","MN",32,"Education, Training, and Library",0.00925317375211872,0.8
"23775","MN",32,"Arts, Design, Entertainment, Sports, and Media",0.0164827562350825,0.8
"23776","MN",32,"Healthcare Practitioners and Technicians",0.136255145456432,0.8
"23777","MN",32,"Healthcare Support",0.00186793040229686,0.8
"23778","MN",32,"Protective Service",0.000916669549275312,0.8
"23779","MN",32,"Food Preparation and Serving",0.00676259988238957,0.8
"23780","MN",32,"Building and Grounds Cleaning and Maintenance",0.00330346950776575,0.8
"23781","MN",32,"Personal Care and Service",0.00266353038846034,0.8
"23782","MN",32,"Sales and Related",0.0723477117852572,0.8
"23783","MN",32,"Office and Administrative Support",0.0548618077415338,0.8
"23784","MN",32,"Farming, Fishing, and Forestry",0.000432391296827977,0.8
"23785","MN",32,"Construction",0.0612439032827147,0.8
"23786","MN",32,"Extraction",0.00103773911238715,0.8
"23787","MN",32,"Installation, Maintenance, and Repair",0.0330173994257844,0.8
"23788","MN",32,"Production",0.0583901207236501,0.8
"23789","MN",32,"Transportation and Material Moving",0.0462312774568473,0.8
"23790","MN",32,"Not Identified",0.0243868691410979,0.8
"23791","MN",33,"Chief Executives",0.00628800442233278,0.825
"23792","MN",33,"Other Managers",0.0150290215588723,0.825
"23793","MN",33,"Business Operations Specialists",0.182766721945826,0.825
"23794","MN",33,"Financial Specialists",0.0850262576008845,0.825
"23795","MN",33,"Computer and Mathematical",0.104823106688778,0.825
"23796","MN",33,"Architecture and Engineering",0.0597533167495854,0.825
"23797","MN",33,"Life, Physical, and Social Science",0.0132497236042012,0.825
"23798","MN",33,"Community and Social Services",0.0290906578220011,0.825
"23799","MN",33,"Legal",0.0099675234936429,0.825
"23800","MN",33,"Education, Training, and Library",0.0107103372028745,0.825
"23801","MN",33,"Arts, Design, Entertainment, Sports, and Media",0.021420674405749,0.825
"23802","MN",33,"Healthcare Practitioners and Technicians",0.110420121614151,0.825
"23803","MN",33,"Healthcare Support",0.00697899391929243,0.825
"23804","MN",33,"Protective Service",0.0029367053620785,0.825
"23805","MN",33,"Food Preparation and Serving",0.00203841901603096,0.825
"23806","MN",33,"Building and Grounds Cleaning and Maintenance",0.00317855168601437,0.825
"23807","MN",33,"Personal Care and Service",0.00514787175234936,0.825
"23808","MN",33,"Sales and Related",0.0680797401879491,0.825
"23809","MN",33,"Office and Administrative Support",0.0398873687119956,0.825
"23810","MN",33,"Farming, Fishing, and Forestry",0.000639165284687673,0.825
"23811","MN",33,"Construction",0.0618608347153123,0.825
"23812","MN",33,"Extraction",0.00133015478164732,0.825
"23813","MN",33,"Installation, Maintenance, and Repair",0.0408720287451631,0.825
"23814","MN",33,"Production",0.0479892205638474,0.825
"23815","MN",33,"Transportation and Material Moving",0.0421503593145384,0.825
"23816","MN",33,"Not Identified",0.0283651188501935,0.825
"23817","MN",34,"Chief Executives",0.00993915508539031,0.85
"23818","MN",34,"Other Managers",0.0138802461453364,0.85
"23819","MN",34,"Business Operations Specialists",0.179838207840697,0.85
"23820","MN",34,"Financial Specialists",0.0931514900089885,0.85
"23821","MN",34,"Computer and Mathematical",0.094810896771071,0.85
"23822","MN",34,"Architecture and Engineering",0.0619684712715204,0.85
"23823","MN",34,"Life, Physical, and Social Science",0.0188757519186891,0.85
"23824","MN",34,"Community and Social Services",0.0333609901127014,0.85
"23825","MN",34,"Legal",0.00582520915439397,0.85
"23826","MN",34,"Education, Training, and Library",0.00957615985618475,0.85
"23827","MN",34,"Arts, Design, Entertainment, Sports, and Media",0.0146408075779575,0.85
"23828","MN",34,"Healthcare Practitioners and Technicians",0.11344465187029,0.85
"23829","MN",34,"Healthcare Support",0.00252368111733389,0.85
"23830","MN",34,"Protective Service",0.0029903892691696,0.85
"23831","MN",34,"Food Preparation and Serving",0.00319781511442992,0.85
"23832","MN",34,"Building and Grounds Cleaning and Maintenance",0.0061017769480744,0.85
"23833","MN",34,"Personal Care and Service",0.00342252644679527,0.85
"23834","MN",34,"Sales and Related",0.0901092442785038,0.85
"23835","MN",34,"Office and Administrative Support",0.0398257622899813,0.85
"23836","MN",34,"Farming, Fishing, and Forestry",0.00141740994261218,0.85
"23837","MN",34,"Construction",0.0654947106409459,0.85
"23838","MN",34,"Extraction",0.00411394593099634,0.85
"23839","MN",34,"Installation, Maintenance, and Repair",0.0373193666597525,0.85
"23840","MN",34,"Production",0.0405517527483924,0.85
"23841","MN",34,"Transportation and Material Moving",0.0327905690382355,0.85
"23842","MN",34,"Not Identified",0.0208290119615571,0.85
"23843","MN",35,"Chief Executives",0.0105226781857451,0.875
"23844","MN",35,"Other Managers",0.0173822894168467,0.875
"23845","MN",35,"Business Operations Specialists",0.203991360691145,0.875
"23846","MN",35,"Financial Specialists",0.11260475161987,0.875
"23847","MN",35,"Computer and Mathematical",0.123213822894168,0.875
"23848","MN",35,"Architecture and Engineering",0.072622030237581,0.875
"23849","MN",35,"Life, Physical, and Social Science",0.0172958963282937,0.875
"23850","MN",35,"Community and Social Services",0.0361814254859611,0.875
"23851","MN",35,"Legal",0.0121641468682505,0.875
"23852","MN",35,"Education, Training, and Library",0.00532181425485961,0.875
"23853","MN",35,"Arts, Design, Entertainment, Sports, and Media",0.00673866090712743,0.875
"23854","MN",35,"Healthcare Practitioners and Technicians",0.0913002159827214,0.875
"23855","MN",35,"Healthcare Support",0.0033866090712743,0.875
"23856","MN",35,"Protective Service",0.000552915766738661,0.875
"23857","MN",35,"Food Preparation and Serving",0.00148596112311015,0.875
"23858","MN",35,"Building and Grounds Cleaning and Maintenance",0.000898488120950324,0.875
"23859","MN",35,"Personal Care and Service",0.00155507559395248,0.875
"23860","MN",35,"Sales and Related",0.10251403887689,0.875
"23861","MN",35,"Office and Administrative Support",0.0223930885529158,0.875
"23862","MN",35,"Farming, Fishing, and Forestry",0.000466522678185745,0.875
"23863","MN",35,"Construction",0.0483801295896328,0.875
"23864","MN",35,"Extraction",0.00228077753779698,0.875
"23865","MN",35,"Installation, Maintenance, and Repair",0.0375464362850972,0.875
"23866","MN",35,"Production",0.0270064794816415,0.875
"23867","MN",35,"Transportation and Material Moving",0.0314643628509719,0.875
"23868","MN",35,"Not Identified",0.0107300215982721,0.875
"23869","MN",36,"Chief Executives",0.0174844505874223,0.9
"23870","MN",36,"Other Managers",0.0204906703524534,0.9
"23871","MN",36,"Business Operations Specialists",0.246147201105736,0.9
"23872","MN",36,"Financial Specialists",0.087767795438839,0.9
"23873","MN",36,"Computer and Mathematical",0.147667588113338,0.9
"23874","MN",36,"Architecture and Engineering",0.062232204561161,0.9
"23875","MN",36,"Life, Physical, and Social Science",0.0177608845888044,0.9
"23876","MN",36,"Community and Social Services",0.0258120248790601,0.9
"23877","MN",36,"Legal",0.0184001382170007,0.9
"23878","MN",36,"Education, Training, and Library",0.0105044920525225,0.9
"23879","MN",36,"Arts, Design, Entertainment, Sports, and Media",0.0037318590186593,0.9
"23880","MN",36,"Healthcare Practitioners and Technicians",0.0948514167242571,0.9
"23881","MN",36,"Healthcare Support",0.00278161713890809,0.9
"23882","MN",36,"Protective Service",0.0021596406357982,0.9
"23883","MN",36,"Food Preparation and Serving",0.000863856254319281,0.9
"23884","MN",36,"Building and Grounds Cleaning and Maintenance",0.00174498963372495,0.9
"23885","MN",36,"Personal Care and Service",0.00257429163787146,0.9
"23886","MN",36,"Sales and Related",0.0923635107118176,0.9
"23887","MN",36,"Office and Administrative Support",0.0231513476157567,0.9
"23888","MN",36,"Farming, Fishing, and Forestry",0.00115756738078784,0.9
"23889","MN",36,"Construction",0.0399792674498963,0.9
"23890","MN",36,"Extraction",0.00148583275742916,0.9
"23891","MN",36,"Installation, Maintenance, and Repair",0.0232204561161023,0.9
"23892","MN",36,"Production",0.0203351762266759,0.9
"23893","MN",36,"Transportation and Material Moving",0.0249308914996545,0.9
"23894","MN",36,"Not Identified",0.0104008293020041,0.9
"23895","MN",37,"Chief Executives",0.0296695886716116,0.925
"23896","MN",37,"Other Managers",0.0114978301087539,0.925
"23897","MN",37,"Business Operations Specialists",0.256202776769196,0.925
"23898","MN",37,"Financial Specialists",0.0921555405709148,0.925
"23899","MN",37,"Computer and Mathematical",0.159413524214603,0.925
"23900","MN",37,"Architecture and Engineering",0.066410775109359,0.925
"23901","MN",37,"Life, Physical, and Social Science",0.0167194010754361,0.925
"23902","MN",37,"Community and Social Services",0.0175666096097654,0.925
"23903","MN",37,"Legal",0.0151287238273078,0.925
"23904","MN",37,"Education, Training, and Library",0.010028182651244,0.925
"23905","MN",37,"Arts, Design, Entertainment, Sports, and Media",0.00274910524404793,0.925
"23906","MN",37,"Healthcare Practitioners and Technicians",0.0812282794750765,0.925
"23907","MN",37,"Healthcare Support",0.00169441706865847,0.925
"23908","MN",37,"Protective Service",0.00484119162473849,0.925
"23909","MN",37,"Food Preparation and Serving",0.00172899700883517,0.925
"23910","MN",37,"Building and Grounds Cleaning and Maintenance",0.00029392949150198,0.925
"23911","MN",37,"Personal Care and Service",0.00295658488510815,0.925
"23912","MN",37,"Sales and Related",0.0950775455158463,0.925
"23913","MN",37,"Office and Administrative Support",0.0335598319414907,0.925
"23914","MN",37,"Farming, Fishing, and Forestry",0.000484119162473849,0.925
"23915","MN",37,"Construction",0.0358248180230648,0.925
"23916","MN",37,"Extraction",0.000674308833445718,0.925
"23917","MN",37,"Installation, Maintenance, and Repair",0.010028182651244,0.925
"23918","MN",37,"Production",0.0156474229299583,0.925
"23919","MN",37,"Transportation and Material Moving",0.0230994000380379,0.925
"23920","MN",37,"Not Identified",0.0153189134982796,0.925
"23921","MN",38,"Chief Executives",0.0294412211631441,0.95
"23922","MN",38,"Other Managers",0.0263157894736842,0.95
"23923","MN",38,"Business Operations Specialists",0.309918497029977,0.95
"23924","MN",38,"Financial Specialists",0.0863551595524244,0.95
"23925","MN",38,"Computer and Mathematical",0.147326978864484,0.95
"23926","MN",38,"Architecture and Engineering",0.0620596767509324,0.95
"23927","MN",38,"Life, Physical, and Social Science",0.0216535433070866,0.95
"23928","MN",38,"Community and Social Services",0.0274209144909518,0.95
"23929","MN",38,"Legal",0.0183554358336787,0.95
"23930","MN",38,"Education, Training, and Library",0.00352258599254041,0.95
"23931","MN",38,"Arts, Design, Entertainment, Sports, and Media",0.0049557949993093,0.95
"23932","MN",38,"Healthcare Practitioners and Technicians",0.0746822765575356,0.95
"23933","MN",38,"Healthcare Support",0.0020375742505871,0.95
"23934","MN",38,"Protective Service",0.00157134963392734,0.95
"23935","MN",38,"Food Preparation and Serving",0.0014677441635585,0.95
"23936","MN",38,"Building and Grounds Cleaning and Maintenance",0.001156927752452,0.95
"23937","MN",38,"Personal Care and Service",0.00107058986047797,0.95
"23938","MN",38,"Sales and Related",0.113827876778561,0.95
"23939","MN",38,"Office and Administrative Support",0.0154717502417461,0.95
