"","state","quantile","occ_category","share_quantile","percentile"
"4360","CA",17,"Financial Specialists",0.0221548872267574,0.425
"4361","CA",17,"Computer and Mathematical",0.0122593465930488,0.425
"4362","CA",17,"Architecture and Engineering",0.00409900175547354,0.425
"4363","CA",17,"Life, Physical, and Social Science",0.00506364315799841,0.425
"4364","CA",17,"Community and Social Services",0.0107558964792037,0.425
"4365","CA",17,"Legal",0.0108370074680046,0.425
"4366","CA",17,"Education, Training, and Library",0.00645701407275656,0.425
"4367","CA",17,"Arts, Design, Entertainment, Sports, and Media",0.02486631170953,0.425
"4368","CA",17,"Healthcare Practitioners and Technicians",0.0328499504643604,0.425
"4369","CA",17,"Healthcare Support",0.0406887481677607,0.425
"4370","CA",17,"Protective Service",0.0158774760577742,0.425
"4371","CA",17,"Food Preparation and Serving",0.0699640214828248,0.425
"4372","CA",17,"Building and Grounds Cleaning and Maintenance",0.0527945632462935,0.425
"4373","CA",17,"Personal Care and Service",0.0323980463838983,0.425
"4374","CA",17,"Sales and Related",0.0924723208750717,0.425
"4375","CA",17,"Office and Administrative Support",0.18190297967011,0.425
"4376","CA",17,"Farming, Fishing, and Forestry",0.0261003574677149,0.425
"4377","CA",17,"Construction",0.0593239978447652,0.425
"4378","CA",17,"Extraction",0.000110079199086922,0.425
"4379","CA",17,"Installation, Maintenance, and Repair",0.0342780832314618,0.425
"4380","CA",17,"Production",0.0950881502639004,0.425
"4381","CA",17,"Transportation and Material Moving",0.10224329820455,0.425
"4382","CA",17,"Not Identified",0.0174620371604202,0.425
"4383","CA",18,"Chief Executives",0.00171207082353214,0.45
"4384","CA",18,"Other Managers",0.00415705859859326,0.45
"4385","CA",18,"Business Operations Specialists",0.0594155204579427,0.45
"4386","CA",18,"Financial Specialists",0.0313676867634619,0.45
"4387","CA",18,"Computer and Mathematical",0.0156490805223699,0.45
"4388","CA",18,"Architecture and Engineering",0.00461187267523378,0.45
"4389","CA",18,"Life, Physical, and Social Science",0.00525498557341336,0.45
"4390","CA",18,"Community and Social Services",0.0160343688802883,0.45
"4391","CA",18,"Legal",0.0151710912061553,0.45
"4392","CA",18,"Education, Training, and Library",0.00781005573645118,0.45
"4393","CA",18,"Arts, Design, Entertainment, Sports, and Media",0.0217383747204487,0.45
"4394","CA",18,"Healthcare Practitioners and Technicians",0.0408202876047231,0.45
"4395","CA",18,"Healthcare Support",0.0376945271671746,0.45
"4396","CA",18,"Protective Service",0.0199538812732477,0.45
"4397","CA",18,"Food Preparation and Serving",0.0648269388984809,0.45
"4398","CA",18,"Building and Grounds Cleaning and Maintenance",0.0443255425902965,0.45
"4399","CA",18,"Personal Care and Service",0.0294789047381777,0.45
"4400","CA",18,"Sales and Related",0.0899344140720055,0.45
"4401","CA",18,"Office and Administrative Support",0.16713113709313,0.45
"4402","CA",18,"Farming, Fishing, and Forestry",0.0211387153964704,0.45
"4403","CA",18,"Construction",0.067744122179863,0.45
"4404","CA",18,"Extraction",0.000570690274510713,0.45
"4405","CA",18,"Installation, Maintenance, and Repair",0.0354262505938655,0.45
"4406","CA",18,"Production",0.0857483864239447,0.45
"4407","CA",18,"Transportation and Material Moving",0.0934107000081113,0.45
"4408","CA",18,"Not Identified",0.0188733357281081,0.45
"4409","CA",19,"Chief Executives",0.00152666448433793,0.475
"4410","CA",19,"Other Managers",0.00641083207559741,0.475
"4411","CA",19,"Business Operations Specialists",0.0613562690289892,0.475
"4412","CA",19,"Financial Specialists",0.034131235207722,0.475
"4413","CA",19,"Computer and Mathematical",0.0135285069105467,0.475
"4414","CA",19,"Architecture and Engineering",0.00655278000677874,0.475
"4415","CA",19,"Life, Physical, and Social Science",0.00678453173115641,0.475
"4416","CA",19,"Community and Social Services",0.015269541739934,0.475
"4417","CA",19,"Legal",0.0120974400125146,0.475
"4418","CA",19,"Education, Training, and Library",0.00728569483512313,0.475
"4419","CA",19,"Arts, Design, Entertainment, Sports, and Media",0.0190847545025015,0.475
"4420","CA",19,"Healthcare Practitioners and Technicians",0.0433375724586251,0.475
"4421","CA",19,"Healthcare Support",0.0373352027972433,0.475
"4422","CA",19,"Protective Service",0.0156722103610402,0.475
"4423","CA",19,"Food Preparation and Serving",0.0566343276447941,0.475
"4424","CA",19,"Building and Grounds Cleaning and Maintenance",0.0397135548686692,0.475
"4425","CA",19,"Personal Care and Service",0.0302580845140601,0.475
"4426","CA",19,"Sales and Related",0.0896908142307146,0.475
"4427","CA",19,"Office and Administrative Support",0.17360811362787,0.475
"4428","CA",19,"Farming, Fishing, and Forestry",0.0172915755351292,0.475
"4429","CA",19,"Construction",0.0687230769676446,0.475
"4430","CA",19,"Extraction",0.000506956897076162,0.475
"4431","CA",19,"Installation, Maintenance, and Repair",0.0369151527968088,0.475
"4432","CA",19,"Production",0.0874080597455945,0.475
"4433","CA",19,"Transportation and Material Moving",0.102697879761412,0.475
"4434","CA",19,"Not Identified",0.0161791672581164,0.475
"4435","CA",20,"Chief Executives",0.00166268857321623,0.5
"4436","CA",20,"Other Managers",0.00462598197112599,0.5
"4437","CA",20,"Business Operations Specialists",0.0716056821078488,0.5
"4438","CA",20,"Financial Specialists",0.0376074664565615,0.5
"4439","CA",20,"Computer and Mathematical",0.0161402451741478,0.5
"4440","CA",20,"Architecture and Engineering",0.00553843301740319,0.5
"4441","CA",20,"Life, Physical, and Social Science",0.00546311959771047,0.5
"4442","CA",20,"Community and Social Services",0.0150626839385442,0.5
"4443","CA",20,"Legal",0.0136896623641462,0.5
"4444","CA",20,"Education, Training, and Library",0.0088725001738002,0.5
"4445","CA",20,"Arts, Design, Entertainment, Sports, and Media",0.0207401571153802,0.5
"4446","CA",20,"Healthcare Practitioners and Technicians",0.04610050286191,0.5
"4447","CA",20,"Healthcare Support",0.0387922044817278,0.5
"4448","CA",20,"Protective Service",0.0130292216068408,0.5
"4449","CA",20,"Food Preparation and Serving",0.0480731351238616,0.5
"4450","CA",20,"Building and Grounds Cleaning and Maintenance",0.0331205246448683,0.5
"4451","CA",20,"Personal Care and Service",0.0270954510694506,0.5
"4452","CA",20,"Sales and Related",0.0844611035153987,0.5
"4453","CA",20,"Office and Administrative Support",0.181994878687461,0.5
"4454","CA",20,"Farming, Fishing, and Forestry",0.0169513127708386,0.5
"4455","CA",20,"Construction",0.0752728663128867,0.5
"4456","CA",20,"Extraction",0.000434500498227238,0.5
"4457","CA",20,"Installation, Maintenance, and Repair",0.0379087201353324,0.5
"4458","CA",20,"Production",0.0907874307695873,0.5
"4459","CA",20,"Transportation and Material Moving",0.09060783723032,0.5
"4460","CA",20,"Not Identified",0.0143616898014043,0.5
"4461","CA",21,"Chief Executives",0.00235819676168017,0.525
"4462","CA",21,"Other Managers",0.00566372809469869,0.525
"4463","CA",21,"Business Operations Specialists",0.0737964939929718,0.525
"4464","CA",21,"Financial Specialists",0.0350745555204691,0.525
"4465","CA",21,"Computer and Mathematical",0.016217672569884,0.525
"4466","CA",21,"Architecture and Engineering",0.00787417542782151,0.525
"4467","CA",21,"Life, Physical, and Social Science",0.00849704066585742,0.525
"4468","CA",21,"Community and Social Services",0.0203517595218713,0.525
"4469","CA",21,"Legal",0.0159945999032386,0.525
"4470","CA",21,"Education, Training, and Library",0.00927924352292579,0.525
"4471","CA",21,"Arts, Design, Entertainment, Sports, and Media",0.020088128188563,0.525
"4472","CA",21,"Healthcare Practitioners and Technicians",0.0438265363767784,0.525
"4473","CA",21,"Healthcare Support",0.0335101498063324,0.525
"4474","CA",21,"Protective Service",0.0136537854272711,0.525
"4475","CA",21,"Food Preparation and Serving",0.048577694471564,0.525
"4476","CA",21,"Building and Grounds Cleaning and Maintenance",0.0348283064728735,0.525
"4477","CA",21,"Personal Care and Service",0.0237007465691714,0.525
"4478","CA",21,"Sales and Related",0.090683384562792,0.525
"4479","CA",21,"Office and Administrative Support",0.168729847412502,0.525
"4480","CA",21,"Farming, Fishing, and Forestry",0.0136248149510834,0.525
"4481","CA",21,"Construction",0.0755463107547099,0.525
"4482","CA",21,"Extraction",0.000663423904698722,0.525
"4483","CA",21,"Installation, Maintenance, and Repair",0.0469495537098143,0.525
"4484","CA",21,"Production",0.0824789457064306,0.525
"4485","CA",21,"Transportation and Material Moving",0.0907529137056426,0.525
"4486","CA",21,"Not Identified",0.0172779919983545,0.525
"4487","CA",22,"Chief Executives",0.0019728322744931,0.55
"4488","CA",22,"Other Managers",0.00857211556567562,0.55
"4489","CA",22,"Business Operations Specialists",0.08499981169736,0.55
"4490","CA",22,"Financial Specialists",0.0487008566321638,0.55
"4491","CA",22,"Computer and Mathematical",0.0251398509222484,0.55
"4492","CA",22,"Architecture and Engineering",0.00887629675337279,0.55
"4493","CA",22,"Life, Physical, and Social Science",0.00939485325430416,0.55
"4494","CA",22,"Community and Social Services",0.021118865317261,0.55
"4495","CA",22,"Legal",0.0124221803128141,0.55
"4496","CA",22,"Education, Training, and Library",0.00951652572938303,0.55
"4497","CA",22,"Arts, Design, Entertainment, Sports, and Media",0.0235581087462231,0.55
"4498","CA",22,"Healthcare Practitioners and Technicians",0.0522670189374517,0.55
"4499","CA",22,"Healthcare Support",0.0288045099930763,0.55
"4500","CA",22,"Protective Service",0.0119239025577292,0.55
"4501","CA",22,"Food Preparation and Serving",0.0397173722221739,0.55
"4502","CA",22,"Building and Grounds Cleaning and Maintenance",0.0281932506539896,0.55
"4503","CA",22,"Personal Care and Service",0.0230279643905223,0.55
"4504","CA",22,"Sales and Related",0.0862339182303028,0.55
"4505","CA",22,"Office and Administrative Support",0.154193789489236,0.55
"4506","CA",22,"Farming, Fishing, and Forestry",0.0108607168826353,0.55
"4507","CA",22,"Construction",0.0728122854436265,0.55
"4508","CA",22,"Extraction",0.00055911399262433,0.55
"4509","CA",22,"Installation, Maintenance, and Repair",0.0438020910283931,0.55
"4510","CA",22,"Production",0.0748517478830438,0.55
"4511","CA",22,"Transportation and Material Moving",0.0939746052162728,0.55
"4512","CA",22,"Not Identified",0.0245054158736229,0.55
"4513","CA",23,"Chief Executives",0.00286785281831718,0.575
"4514","CA",23,"Other Managers",0.00849058243483601,0.575
"4515","CA",23,"Business Operations Specialists",0.0886572075804013,0.575
"4516","CA",23,"Financial Specialists",0.0507262330318708,0.575
"4517","CA",23,"Computer and Mathematical",0.0272040462796128,0.575
"4518","CA",23,"Architecture and Engineering",0.0102750241884556,0.575
"4519","CA",23,"Life, Physical, and Social Science",0.012294108445392,0.575
"4520","CA",23,"Community and Social Services",0.0244173044500965,0.575
"4521","CA",23,"Legal",0.0141422802616409,0.575
"4522","CA",23,"Education, Training, and Library",0.00809951159597458,0.575
"4523","CA",23,"Arts, Design, Entertainment, Sports, and Media",0.0239422258014055,0.575
"4524","CA",23,"Healthcare Practitioners and Technicians",0.0498282185130038,0.575
"4525","CA",23,"Healthcare Support",0.0284699570691124,0.575
"4526","CA",23,"Protective Service",0.00873391540123868,0.575
"4527","CA",23,"Food Preparation and Serving",0.0344171306408348,0.575
"4528","CA",23,"Building and Grounds Cleaning and Maintenance",0.0263784522864608,0.575
"4529","CA",23,"Personal Care and Service",0.0236786150878026,0.575
"4530","CA",23,"Sales and Related",0.0883095890569689,0.575
"4531","CA",23,"Office and Administrative Support",0.157572579850872,0.575
"4532","CA",23,"Farming, Fishing, and Forestry",0.0106052617857164,0.575
"4533","CA",23,"Construction",0.0692282289415595,0.575
"4534","CA",23,"Extraction",0.0013528154203577,0.575
"4535","CA",23,"Installation, Maintenance, and Repair",0.0477569914775525,0.575
"4536","CA",23,"Production",0.0759111950545471,0.575
"4537","CA",23,"Transportation and Material Moving",0.0837876514313193,0.575
"4538","CA",23,"Not Identified",0.0228530210946507,0.575
"4539","CA",24,"Chief Executives",0.00232899688018702,0.6
"4540","CA",24,"Other Managers",0.00764745244240512,0.6
"4541","CA",24,"Business Operations Specialists",0.0975716441733075,0.6
"4542","CA",24,"Financial Specialists",0.0548762647988343,0.6
"4543","CA",24,"Computer and Mathematical",0.0279711366605545,0.6
"4544","CA",24,"Architecture and Engineering",0.0128674180868044,0.6
"4545","CA",24,"Life, Physical, and Social Science",0.0138552140272817,0.6
"4546","CA",24,"Community and Social Services",0.0227019260572458,0.6
"4547","CA",24,"Legal",0.0173892640196053,0.6
"4548","CA",24,"Education, Training, and Library",0.00923198141437316,0.6
"4549","CA",24,"Arts, Design, Entertainment, Sports, and Media",0.021954561386738,0.6
"4550","CA",24,"Healthcare Practitioners and Technicians",0.0561740143042122,0.6
"4551","CA",24,"Healthcare Support",0.0276785636693867,0.6
"4552","CA",24,"Protective Service",0.0112828891148363,0.6
"4553","CA",24,"Food Preparation and Serving",0.0313111035795292,0.6
"4554","CA",24,"Building and Grounds Cleaning and Maintenance",0.0202744392592399,0.6
"4555","CA",24,"Personal Care and Service",0.020080356185891,0.6
"4556","CA",24,"Sales and Related",0.0932699521744546,0.6
"4557","CA",24,"Office and Administrative Support",0.158745470187971,0.6
"4558","CA",24,"Farming, Fishing, and Forestry",0.0069435392062292,0.6
"4559","CA",24,"Construction",0.0695831269390203,0.6
"4560","CA",24,"Extraction",0.000278089179723823,0.6
"4561","CA",24,"Installation, Maintenance, and Repair",0.0464988282596542,0.6
"4562","CA",24,"Production",0.0675930512466217,0.6
"4563","CA",24,"Transportation and Material Moving",0.0770104254474774,0.6
"4564","CA",24,"Not Identified",0.0248802912984158,0.6
"4565","CA",25,"Chief Executives",0.00255818939292978,0.625
"4566","CA",25,"Other Managers",0.0115248894734707,0.625
"4567","CA",25,"Business Operations Specialists",0.109865977529652,0.625
"4568","CA",25,"Financial Specialists",0.0616543923793189,0.625
"4569","CA",25,"Computer and Mathematical",0.0314544306217878,0.625
"4570","CA",25,"Architecture and Engineering",0.0157257667325287,0.625
"4571","CA",25,"Life, Physical, and Social Science",0.0158764188825087,0.625
"4572","CA",25,"Community and Social Services",0.0246634952457658,0.625
"4573","CA",25,"Legal",0.0198831866406309,0.625
"4574","CA",25,"Education, Training, and Library",0.0112525567408146,0.625
"4575","CA",25,"Arts, Design, Entertainment, Sports, and Media",0.0230845448277061,0.625
"4576","CA",25,"Healthcare Practitioners and Technicians",0.0655597596518776,0.625
"4577","CA",25,"Healthcare Support",0.0244780772150212,0.625
"4578","CA",25,"Protective Service",0.009569308680461,0.625
"4579","CA",25,"Food Preparation and Serving",0.0273868225723275,0.625
"4580","CA",25,"Building and Grounds Cleaning and Maintenance",0.0185533917013843,0.625
"4581","CA",25,"Personal Care and Service",0.0155809088960095,0.625
"4582","CA",25,"Sales and Related",0.09110109338695,0.625
"4583","CA",25,"Office and Administrative Support",0.132104552592086,0.625
"4584","CA",25,"Farming, Fishing, and Forestry",0.00710093114617315,0.625
"4585","CA",25,"Construction",0.0685409339274436,0.625
"4586","CA",25,"Extraction",0.000628683010493502,0.625
"4587","CA",25,"Installation, Maintenance, and Repair",0.0445785506104309,0.625
"4588","CA",25,"Production",0.0606635647775273,0.625
"4589","CA",25,"Transportation and Material Moving",0.0770382946176622,0.625
"4590","CA",25,"Not Identified",0.0295712787470377,0.625
"4591","CA",26,"Chief Executives",0.00331980498318371,0.65
"4592","CA",26,"Other Managers",0.0121726182716736,0.65
"4593","CA",26,"Business Operations Specialists",0.120747043027106,0.65
"4594","CA",26,"Financial Specialists",0.0648955246363713,0.65
"4595","CA",26,"Computer and Mathematical",0.0382588694702507,0.65
"4596","CA",26,"Architecture and Engineering",0.017105975938656,0.65
"4597","CA",26,"Life, Physical, and Social Science",0.015356270694465,0.65
"4598","CA",26,"Community and Social Services",0.0223029481374619,0.65
"4599","CA",26,"Legal",0.0203446687582017,0.65
"4600","CA",26,"Education, Training, and Library",0.012352223776872,0.65
"4601","CA",26,"Arts, Design, Entertainment, Sports, and Media",0.0244205549810111,0.65
"4602","CA",26,"Healthcare Practitioners and Technicians",0.0696261018942587,0.65
"4603","CA",26,"Healthcare Support",0.0182965866263423,0.65
"4604","CA",26,"Protective Service",0.0061674212994748,0.65
"4605","CA",26,"Food Preparation and Serving",0.0244031738030886,0.65
"4606","CA",26,"Building and Grounds Cleaning and Maintenance",0.0157936970055127,0.65
"4607","CA",26,"Personal Care and Service",0.0158081813204481,0.65
"4608","CA",26,"Sales and Related",0.0823838864893207,0.65
"4609","CA",26,"Office and Administrative Support",0.134773653610505,0.65
"4610","CA",26,"Farming, Fishing, and Forestry",0.00493915139295657,0.65
"4611","CA",26,"Construction",0.0690901822416505,0.65
"4612","CA",26,"Extraction",0.00100231459352667,0.65
"4613","CA",26,"Installation, Maintenance, and Repair",0.0479604636139525,0.65
"4614","CA",26,"Production",0.0610977372603208,0.65
"4615","CA",26,"Transportation and Material Moving",0.06992158191894,0.65
"4616","CA",26,"Not Identified",0.0274593642544489,0.65
"4617","CA",27,"Chief Executives",0.00461168564062455,0.675
"4618","CA",27,"Other Managers",0.0123866631905217,0.675
"4619","CA",27,"Business Operations Specialists",0.128104631963153,0.675
"4620","CA",27,"Financial Specialists",0.0702470959705686,0.675
"4621","CA",27,"Computer and Mathematical",0.0429332869847339,0.675
"4622","CA",27,"Architecture and Engineering",0.0216795573708757,0.675
"4623","CA",27,"Life, Physical, and Social Science",0.0156716201732279,0.675
"4624","CA",27,"Community and Social Services",0.025677124069407,0.675
"4625","CA",27,"Legal",0.0160655832681556,0.675
"4626","CA",27,"Education, Training, and Library",0.0139335476956056,0.675
"4627","CA",27,"Arts, Design, Entertainment, Sports, and Media",0.0265374699458301,0.675
"4628","CA",27,"Healthcare Practitioners and Technicians",0.0712551780075896,0.675
"4629","CA",27,"Healthcare Support",0.0181773413284667,0.675
"4630","CA",27,"Protective Service",0.00552127690391356,0.675
"4631","CA",27,"Food Preparation and Serving",0.0173025115147302,0.675
"4632","CA",27,"Building and Grounds Cleaning and Maintenance",0.0166188696735321,0.675
"4633","CA",27,"Personal Care and Service",0.0143448915153095,0.675
"4634","CA",27,"Sales and Related",0.0878132151444048,0.675
"4635","CA",27,"Office and Administrative Support",0.113643868949335,0.675
"4636","CA",27,"Farming, Fishing, and Forestry",0.00531270820659888,0.675
"4637","CA",27,"Construction",0.0678195880768228,0.675
"4638","CA",27,"Extraction",0.00198140262448944,0.675
"4639","CA",27,"Installation, Maintenance, and Repair",0.0475971147996871,0.675
"4640","CA",27,"Production",0.0547261087454013,0.675
"4641","CA",27,"Transportation and Material Moving",0.0708525245502737,0.675
"4642","CA",27,"Not Identified",0.0291851336867414,0.675
"4643","CA",28,"Chief Executives",0.00398899188876014,0.7
"4644","CA",28,"Other Managers",0.0179113557358053,0.7
"4645","CA",28,"Business Operations Specialists",0.141517960602549,0.7
"4646","CA",28,"Financial Specialists",0.0770944380069525,0.7
"4647","CA",28,"Computer and Mathematical",0.0477752027809965,0.7
"4648","CA",28,"Architecture and Engineering",0.0283082271147161,0.7
"4649","CA",28,"Life, Physical, and Social Science",0.0172132097334878,0.7
"4650","CA",28,"Community and Social Services",0.0298435689455388,0.7
"4651","CA",28,"Legal",0.0200695249130939,0.7
"4652","CA",28,"Education, Training, and Library",0.0132647740440324,0.7
"4653","CA",28,"Arts, Design, Entertainment, Sports, and Media",0.0259009269988413,0.7
"4654","CA",28,"Healthcare Practitioners and Technicians",0.0752317497103129,0.7
"4655","CA",28,"Healthcare Support",0.0146205098493627,0.7
"4656","CA",28,"Protective Service",0.00668887601390498,0.7
"4657","CA",28,"Food Preparation and Serving",0.0179171494785632,0.7
"4658","CA",28,"Building and Grounds Cleaning and Maintenance",0.0091657010428737,0.7
"4659","CA",28,"Personal Care and Service",0.0105590961761298,0.7
"4660","CA",28,"Sales and Related",0.0804461181923523,0.7
"4661","CA",28,"Office and Administrative Support",0.111066048667439,0.7
"4662","CA",28,"Farming, Fishing, and Forestry",0.00258980301274623,0.7
"4663","CA",28,"Construction",0.0652346465816918,0.7
"4664","CA",28,"Extraction",0.000506952491309386,0.7
"4665","CA",28,"Installation, Maintenance, and Repair",0.0433314020857474,0.7
"4666","CA",28,"Production",0.0454577056778679,0.7
"4667","CA",28,"Transportation and Material Moving",0.062888180764774,0.7
"4668","CA",28,"Not Identified",0.0314078794901506,0.7
"4669","CA",29,"Chief Executives",0.00516259868182806,0.725
"4670","CA",29,"Other Managers",0.0161251539074383,0.725
"4671","CA",29,"Business Operations Specialists",0.140349098283479,0.725
"4672","CA",29,"Financial Specialists",0.0745766640110089,0.725
"4673","CA",29,"Computer and Mathematical",0.0525646411240675,0.725
"4674","CA",29,"Architecture and Engineering",0.0405504454262331,0.725
"4675","CA",29,"Life, Physical, and Social Science",0.0156905917288332,0.725
"4676","CA",29,"Community and Social Services",0.0325197363656116,0.725
"4677","CA",29,"Legal",0.0169566162091693,0.725
"4678","CA",29,"Education, Training, and Library",0.0117331788223365,0.725
"4679","CA",29,"Arts, Design, Entertainment, Sports, and Media",0.0229912363293981,0.725
"4680","CA",29,"Healthcare Practitioners and Technicians",0.0869356123705367,0.725
"4681","CA",29,"Healthcare Support",0.0109335844137032,0.725
"4682","CA",29,"Protective Service",0.00633591656406171,0.725
"4683","CA",29,"Food Preparation and Serving",0.0143521402187296,0.725
"4684","CA",29,"Building and Grounds Cleaning and Maintenance",0.0103686535815166,0.725
"4685","CA",29,"Personal Care and Service",0.00989932642862316,0.725
"4686","CA",29,"Sales and Related",0.0808459477076845,0.725
"4687","CA",29,"Office and Administrative Support",0.0984138480480915,0.725
"4688","CA",29,"Farming, Fishing, and Forestry",0.00223654667922069,0.725
"4689","CA",29,"Construction",0.0608329108423264,0.725
"4690","CA",29,"Extraction",0.000730064460056493,0.725
"4691","CA",29,"Installation, Maintenance, and Repair",0.0416889983341783,0.725
"4692","CA",29,"Production",0.0534801187803288,0.725
"4693","CA",29,"Transportation and Material Moving",0.0598565944810603,0.725
"4694","CA",29,"Not Identified",0.033869776200478,0.725
"4695","CA",30,"Chief Executives",0.00667719181356006,0.75
"4696","CA",30,"Other Managers",0.0180501441172637,0.75
"4697","CA",30,"Business Operations Specialists",0.162109471183789,0.75
"4698","CA",30,"Financial Specialists",0.0796454280789676,0.75
"4699","CA",30,"Computer and Mathematical",0.0605698063469533,0.75
"4700","CA",30,"Architecture and Engineering",0.0440028388928318,0.75
"4701","CA",30,"Life, Physical, and Social Science",0.0204313379006677,0.75
"4702","CA",30,"Community and Social Services",0.0331194507611419,0.75
"4703","CA",30,"Legal",0.0177604611752437,0.75
"4704","CA",30,"Education, Training, and Library",0.0143653770947698,0.75
"4705","CA",30,"Arts, Design, Entertainment, Sports, and Media",0.0239799539404122,0.75
"4706","CA",30,"Healthcare Practitioners and Technicians",0.0853608725250214,0.75
"4707","CA",30,"Healthcare Support",0.00885271070812995,0.75
"4708","CA",30,"Protective Service",0.00531278515664605,0.75
"4709","CA",30,"Food Preparation and Serving",0.0106139829956113,0.75
"4710","CA",30,"Building and Grounds Cleaning and Maintenance",0.00668877913124086,0.75
"4711","CA",30,"Personal Care and Service",0.00656711229559247,0.75
"4712","CA",30,"Sales and Related",0.0821714633333816,0.75
"4713","CA",30,"Office and Administrative Support",0.0859547225561623,0.75
"4714","CA",30,"Farming, Fishing, and Forestry",0.00340667139815472,0.75
"4715","CA",30,"Construction",0.0550426558132124,0.75
"4716","CA",30,"Extraction",0.000674961254906505,0.75
"4717","CA",30,"Installation, Maintenance, and Repair",0.0427832737069278,0.75
"4718","CA",30,"Production",0.0398169203806434,0.75
"4719","CA",30,"Transportation and Material Moving",0.0505467765530627,0.75
"4720","CA",30,"Not Identified",0.0354948508857056,0.75
"4721","CA",31,"Chief Executives",0.00679834661429594,0.775
"4722","CA",31,"Other Managers",0.015071068357129,0.775
"4723","CA",31,"Business Operations Specialists",0.174442619579354,0.775
"4724","CA",31,"Financial Specialists",0.0785560972218601,0.775
"4725","CA",31,"Computer and Mathematical",0.068157262818229,0.775
"4726","CA",31,"Architecture and Engineering",0.0465079903021455,0.775
"4727","CA",31,"Life, Physical, and Social Science",0.0173825641382147,0.775
"4728","CA",31,"Community and Social Services",0.0307098725201387,0.775
"4729","CA",31,"Legal",0.0193783292925606,0.775
"4730","CA",31,"Education, Training, and Library",0.0136227627298823,0.775
"4731","CA",31,"Arts, Design, Entertainment, Sports, and Media",0.0267878608815547,0.775
"4732","CA",31,"Healthcare Practitioners and Technicians",0.104950018972804,0.775
"4733","CA",31,"Healthcare Support",0.00673462116669708,0.775
"4734","CA",31,"Protective Service",0.00459692206088098,0.775
"4735","CA",31,"Food Preparation and Serving",0.00865217781717169,0.775
"4736","CA",31,"Building and Grounds Cleaning and Maintenance",0.00534424776454026,0.775
"4737","CA",31,"Personal Care and Service",0.00579901573149572,0.775
"4738","CA",31,"Sales and Related",0.0747673297009828,0.775
"4739","CA",31,"Office and Administrative Support",0.0737274462606197,0.775
"4740","CA",31,"Farming, Fishing, and Forestry",0.00269384846667883,0.775
"4741","CA",31,"Construction",0.0577062894120169,0.775
"4742","CA",31,"Extraction",0.000889259655129464,0.775
"4743","CA",31,"Installation, Maintenance, and Repair",0.0331343361401496,0.775
"4744","CA",31,"Production",0.0364625424715625,0.775
"4745","CA",31,"Transportation and Material Moving",0.0511976039231703,0.775
"4746","CA",31,"Not Identified",0.0359295660007357,0.775
"4747","CA",32,"Chief Executives",0.0117042758269042,0.8
"4748","CA",32,"Other Managers",0.0199204456895528,0.8
"4749","CA",32,"Business Operations Specialists",0.177108290625281,0.8
"4750","CA",32,"Financial Specialists",0.0819936669438224,0.8
"4751","CA",32,"Computer and Mathematical",0.0840621948993693,0.8
"4752","CA",32,"Architecture and Engineering",0.0539005078612754,0.8
"4753","CA",32,"Life, Physical, and Social Science",0.0219368258815145,0.8
"4754","CA",32,"Community and Social Services",0.0299415075918452,0.8
"4755","CA",32,"Legal",0.0192077595872215,0.8
"4756","CA",32,"Education, Training, and Library",0.0144014740434507,0.8
"4757","CA",32,"Arts, Design, Entertainment, Sports, and Media",0.0214501134213858,0.8
"4758","CA",32,"Healthcare Practitioners and Technicians",0.105625295141856,0.8
"4759","CA",32,"Healthcare Support",0.00510468663539732,0.8
"4760","CA",32,"Protective Service",0.0051858053787521,0.8
"4761","CA",32,"Food Preparation and Serving",0.00739339403719294,0.8
"4762","CA",32,"Building and Grounds Cleaning and Maintenance",0.00396323003247647,0.8
"4763","CA",32,"Personal Care and Service",0.0070631248678199,0.8
"4764","CA",32,"Sales and Related",0.079487677193755,0.8
"4765","CA",32,"Office and Administrative Support",0.0581070941238162,0.8
"4766","CA",32,"Farming, Fishing, and Forestry",0.00175853847201259,0.8
"4767","CA",32,"Construction",0.0523013097779954,0.8
"4768","CA",32,"Extraction",0.000367931443073473,0.8
"4769","CA",32,"Installation, Maintenance, and Repair",0.0370625744192043,0.8
"4770","CA",32,"Production",0.0319202255101065,0.8
"4771","CA",32,"Transportation and Material Moving",0.0337859566072665,0.8
"4772","CA",32,"Not Identified",0.0352460939876526,0.8
"4773","CA",33,"Chief Executives",0.0119179014759773,0.825
"4774","CA",33,"Other Managers",0.0170483349990585,0.825
"4775","CA",33,"Business Operations Specialists",0.184081461203088,0.825
"4776","CA",33,"Financial Specialists",0.0794855081910225,0.825
"4777","CA",33,"Computer and Mathematical",0.0906994597256623,0.825
"4778","CA",33,"Architecture and Engineering",0.0670983067541534,0.825
"4779","CA",33,"Life, Physical, and Social Science",0.025185764567853,0.825
"4780","CA",33,"Community and Social Services",0.0261938904097684,0.825
"4781","CA",33,"Legal",0.0174915627399006,0.825
"4782","CA",33,"Education, Training, and Library",0.01589826040354,0.825
"4783","CA",33,"Arts, Design, Entertainment, Sports, and Media",0.0188154521357494,0.825
"4784","CA",33,"Healthcare Practitioners and Technicians",0.114219499123684,0.825
"4785","CA",33,"Healthcare Support",0.00309100653253958,0.825
"4786","CA",33,"Protective Service",0.00624864207187242,0.825
"4787","CA",33,"Food Preparation and Serving",0.00441779284172714,0.825
