"","state","occ_category","median_income","quantile","share_quantile"
"12093","CT","Healthcare Practitioners and Technicians",80000,10,0.0858197213196335
"12094","CT","Healthcare Support",40000,10,0.0267584013934018
"12095","CT","Protective Service",45020,10,0.00738232194607886
"12096","CT","Food Preparation and Serving",36751.5,10,0.027408814144785
"12097","CT","Building and Grounds Cleaning and Maintenance",37756,10,0.0228797093176429
"12098","CT","Personal Care and Service",39393,10,0.0213099367700009
"12099","CT","Sales and Related",67530,10,0.0893032259008811
"12100","CT","Office and Administrative Support",47271,10,0.104640525745733
"12101","CT","Farming, Fishing, and Forestry",39568,10,0.00146823131641345
"12102","CT","Construction",56275,10,0.0416483709493282
"12103","CT","Extraction",44128,10,0.000264373115541114
"12104","CT","Installation, Maintenance, and Repair",60000,10,0.0314832703960657
"12105","CT","Production",50000,10,0.0609229091654226
"12106","CT","Transportation and Material Moving",44836,10,0.0495283364070138
"12107","CT","Not Identified",70000,10,0.0174934501331928
"12108","DC","Chief Executives",2e+05,10,0.0285605364304813
"12109","DC","Other Managers",85000,10,0.0122723094919786
"12110","DC","Business Operations Specialists",110909,10,0.211480614973262
"12111","DC","Financial Specialists",1e+05,10,0.127433572860963
"12112","DC","Computer and Mathematical",103546,10,0.0826683656417112
"12113","DC","Architecture and Engineering",111275,10,0.0202832553475936
"12114","DC","Life, Physical, and Social Science",100290,10,0.0373861547459893
"12115","DC","Community and Social Services",100290,10,0.0196252506684492
"12116","DC","Legal",193586,10,0.0880264037433155
"12117","DC","Education, Training, and Library",83000,10,0.0257614054144385
"12118","DC","Arts, Design, Entertainment, Sports, and Media",62475,10,0.0237560578208556
"12119","DC","Healthcare Practitioners and Technicians",90000,10,0.0572620738636364
"12120","DC","Healthcare Support",52899,10,0.00638160093582888
"12121","DC","Protective Service",61434,10,0.0115673044786096
"12122","DC","Food Preparation and Serving",50648,10,0.0157555564839572
"12123","DC","Building and Grounds Cleaning and Maintenance",42476,10,0.00929562165775401
"12124","DC","Personal Care and Service",50000,10,0.0105855197192513
"12125","DC","Sales and Related",73158,10,0.0475643382352941
"12126","DC","Office and Administrative Support",60000,10,0.0604633188502674
"12127","DC","Farming, Fishing, and Forestry",80232,10,9.92229278074866e-05
"12128","DC","Construction",58994,10,0.0102982954545455
"12129","DC","Installation, Maintenance, and Repair",50648,10,0.00680982620320856
"12130","DC","Production",58000,10,0.00468958890374332
"12131","DC","Transportation and Material Moving",57000,10,0.0133376504010695
"12132","DC","Not Identified",96751,10,0.0686361547459893
"12133","DE","Chief Executives",156445,10,0.0112849548037736
"12134","DE","Other Managers",80000,10,0.0116339740245089
"12135","DE","Business Operations Specialists",83000,10,0.123408260826647
"12136","DE","Financial Specialists",75000,10,0.0524833246372315
"12137","DE","Computer and Mathematical",96000,10,0.050918026313934
"12138","DE","Architecture and Engineering",94391,10,0.0169221440356493
"12139","DE","Life, Physical, and Social Science",85000,10,0.016759973488641
"12140","DE","Community and Social Services",67000,10,0.0290250024678127
"12141","DE","Legal",70793,10,0.0175919789037271
"12142","DE","Education, Training, and Library",67530,10,0.0156988140397388
"12143","DE","Arts, Design, Entertainment, Sports, and Media",45020,10,0.0170384837758944
"12144","DE","Healthcare Practitioners and Technicians",75000,10,0.0878083003116495
"12145","DE","Healthcare Support",37142,10,0.0272164483240027
"12146","DE","Protective Service",40000,10,0.0108372230761638
"12147","DE","Food Preparation and Serving",31238,10,0.0332097076699618
"12148","DE","Building and Grounds Cleaning and Maintenance",36016,10,0.0281401153526152
"12149","DE","Personal Care and Service",34986,10,0.021956481886255
"12150","DE","Sales and Related",51443,10,0.0807503560701141
"12151","DE","Office and Administrative Support",42000,10,0.116121162551295
"12152","DE","Farming, Fishing, and Forestry",35000,10,0.00425873958230508
"12153","DE","Construction",50000,10,0.0483127212217788
"12154","DE","Extraction",53000,10,0.000155119653660119
"12155","DE","Installation, Maintenance, and Repair",58994,10,0.0446145276606546
"12156","DE","Production",46000,10,0.0518134897691538
"12157","DE","Transportation and Material Moving",43000,10,0.0728956608802335
"12158","DE","Not Identified",56275,10,0.00914500867259882
"12159","FL","Chief Executives",165000,10,0.0115318712908617
"12160","FL","Other Managers",73158,10,0.0113481244518345
"12161","FL","Business Operations Specialists",75409,10,0.117652866743546
"12162","FL","Financial Specialists",65000,10,0.0496349077492133
"12163","FL","Computer and Mathematical",85000,10,0.0391435991587809
"12164","FL","Architecture and Engineering",90851,10,0.0171073662233481
"12165","FL","Life, Physical, and Social Science",60000,10,0.00516214821809913
"12166","FL","Community and Social Services",63028,10,0.0222022410085794
"12167","FL","Legal",65000,10,0.0165623175396399
"12168","FL","Education, Training, and Library",55000,10,0.0104173412836474
"12169","FL","Arts, Design, Entertainment, Sports, and Media",42769,10,0.0205466786420071
"12170","FL","Healthcare Practitioners and Technicians",65000,10,0.0848461906753332
"12171","FL","Healthcare Support",34217,10,0.0275822748226835
"12172","FL","Protective Service",35000,10,0.00997203132130545
"12173","FL","Food Preparation and Serving",31550,10,0.0480141535270105
"12174","FL","Building and Grounds Cleaning and Maintenance",31238,10,0.0307327465818151
"12175","FL","Personal Care and Service",33320,10,0.0204377358440046
"12176","FL","Sales and Related",50000,10,0.108917528628444
"12177","FL","Office and Administrative Support",38267,10,0.13190261819164
"12178","FL","Farming, Fishing, and Forestry",32000,10,0.00374254490710827
"12179","FL","Construction",41650,10,0.0548378885982074
"12180","FL","Extraction",50648,10,0.000456522201153254
"12181","FL","Installation, Maintenance, and Repair",48000,10,0.0382272078195158
"12182","FL","Production",40000,10,0.0383351465364307
"12183","FL","Transportation and Material Moving",40000,10,0.0652697890576247
"12184","FL","Not Identified",52063,10,0.0154161589781668
"12185","GA","Chief Executives",184000,10,0.0110761169058086
"12186","GA","Other Managers",82592,10,0.0117448257732823
"12187","GA","Business Operations Specialists",85000,10,0.123099215085431
"12188","GA","Financial Specialists",72888,10,0.0550024734211607
"12189","GA","Computer and Mathematical",95795,10,0.0516168425117133
"12190","GA","Architecture and Engineering",94391,10,0.0212774343491228
"12191","GA","Life, Physical, and Social Science",67530,10,0.00637778577199967
"12192","GA","Community and Social Services",70000,10,0.0209611170177054
"12193","GA","Legal",67530,10,0.0152036071532476
"12194","GA","Education, Training, and Library",60000,10,0.00936359424669879
"12195","GA","Arts, Design, Entertainment, Sports, and Media",45020,10,0.019169431520638
"12196","GA","Healthcare Practitioners and Technicians",69000,10,0.0744311047825377
"12197","GA","Healthcare Support",34891,10,0.0205706471545302
"12198","GA","Protective Service",37756,10,0.00759796234187056
"12199","GA","Food Preparation and Serving",30000,10,0.030763280067098
"12200","GA","Building and Grounds Cleaning and Maintenance",33037,10,0.0217163371722299
"12201","GA","Personal Care and Service",32640,10,0.0140158305634691
"12202","GA","Sales and Related",52063,10,0.093620577527975
"12203","GA","Office and Administrative Support",40116,10,0.124677461538384
"12204","GA","Farming, Fishing, and Forestry",35397,10,0.00412682220661233
"12205","GA","Construction",41650,10,0.048466695993659
"12206","GA","Extraction",50000,10,0.000582865621249577
"12207","GA","Installation, Maintenance, and Repair",52063,10,0.0402965566837652
"12208","GA","Production",40000,10,0.073681896995453
"12209","GA","Transportation and Material Moving",41650,10,0.0841818286882785
"12210","GA","Not Identified",58994,10,0.0163776889060798
"12211","HI","Chief Executives",114538,10,0.00783307079371285
"12212","HI","Other Managers",88491,10,0.0131164411125548
"12213","HI","Business Operations Specialists",75000,10,0.108033137482609
"12214","HI","Financial Specialists",62475,10,0.0386738108105
"12215","HI","Computer and Mathematical",90000,10,0.0264111025514252
"12216","HI","Architecture and Engineering",87000,10,0.0154907957825022
"12217","HI","Life, Physical, and Social Science",73000,10,0.00684710995619229
"12218","HI","Community and Social Services",72888,10,0.0173937289441308
"12219","HI","Legal",65000,10,0.0189833392740109
"12220","HI","Education, Training, and Library",61903,10,0.00609973439422336
"12221","HI","Arts, Design, Entertainment, Sports, and Media",48500,10,0.0273137022685723
"12222","HI","Healthcare Practitioners and Technicians",94391,10,0.0773533706637845
"12223","HI","Healthcare Support",40518,10,0.0275062952018489
"12224","HI","Protective Service",41129,10,0.0165486196548275
"12225","HI","Food Preparation and Serving",37400,10,0.0746599441193041
"12226","HI","Building and Grounds Cleaning and Maintenance",40000,10,0.0487605063756884
"12227","HI","Personal Care and Service",40000,10,0.0260920306768923
"12228","HI","Sales and Related",50000,10,0.105092502098401
"12229","HI","Office and Administrative Support",42691,10,0.134458612640995
"12230","HI","Farming, Fishing, and Forestry",36812,10,0.00528049579744972
"12231","HI","Construction",62534,10,0.0641104506099734
"12232","HI","Extraction",67530,10,0.000448425337181359
"12233","HI","Installation, Maintenance, and Repair",60000,10,0.0349484310862241
"12234","HI","Production",50648,10,0.0251376895746858
"12235","HI","Transportation and Material Moving",47195,10,0.0617245978544572
"12236","HI","Not Identified",56275,10,0.0116820549378528
"12237","IA","Chief Executives",156188,10,0.00871276679946178
"12238","IA","Other Managers",75000,10,0.00902197715220431
"12239","IA","Business Operations Specialists",74333,10,0.10428303828193
"12240","IA","Financial Specialists",63028,10,0.0481956573358309
"12241","IA","Computer and Mathematical",87000,10,0.0398374798828589
"12242","IA","Architecture and Engineering",87789,10,0.0210832915600348
"12243","IA","Life, Physical, and Social Science",61354,10,0.00730812864417065
"12244","IA","Community and Social Services",62475,10,0.0273192095612485
"12245","IA","Legal",51542,10,0.0162330158562647
"12246","IA","Education, Training, and Library",60777,10,0.00897132153127721
"12247","IA","Arts, Design, Entertainment, Sports, and Media",41644,10,0.0151850776983352
"12248","IA","Healthcare Practitioners and Technicians",60777,10,0.0780149328549191
"12249","IA","Healthcare Support",35397,10,0.0228900087064348
"12250","IA","Protective Service",38464,10,0.00511516238820146
"12251","IA","Food Preparation and Serving",30196,10,0.0255399308761839
"12252","IA","Building and Grounds Cleaning and Maintenance",35000,10,0.0183151729414558
"12253","IA","Personal Care and Service",32300,10,0.0167385167400997
"12254","IA","Sales and Related",50000,10,0.0866379969923225
"12255","IA","Office and Administrative Support",40116,10,0.120334538163206
"12256","IA","Farming, Fishing, and Forestry",41650,10,0.0105500883835053
"12257","IA","Construction",50000,10,0.0514017360103422
"12258","IA","Extraction",58526,10,0.00109542780254861
"12259","IA","Installation, Maintenance, and Repair",56275,10,0.0469134369311136
"12260","IA","Production",46856,10,0.113500250639791
"12261","IA","Transportation and Material Moving",46856,10,0.0846782576577052
"12262","IA","Not Identified",52000,10,0.0121235786085534
"12263","ID","Chief Executives",168825,10,0.0073391826266821
"12264","ID","Other Managers",80000,10,0.0103621367523071
"12265","ID","Business Operations Specialists",71000,10,0.104793086063524
"12266","ID","Financial Specialists",58404,10,0.0415123140046271
"12267","ID","Computer and Mathematical",80000,10,0.0353189445765174
"12268","ID","Architecture and Engineering",94542,10,0.0245463077913305
"12269","ID","Life, Physical, and Social Science",62475,10,0.00833753464839477
"12270","ID","Community and Social Services",58000,10,0.0238787470582492
"12271","ID","Legal",52063,10,0.014957345858234
"12272","ID","Education, Training, and Library",50000,10,0.00823789871808412
"12273","ID","Arts, Design, Entertainment, Sports, and Media",39393,10,0.0180101907629522
"12274","ID","Healthcare Practitioners and Technicians",67530,10,0.0739039549486177
"12275","ID","Healthcare Support",33320,10,0.0283822911082903
"12276","ID","Protective Service",33528,10,0.0044337988988237
"12277","ID","Food Preparation and Serving",28000,10,0.033714806098516
"12278","ID","Building and Grounds Cleaning and Maintenance",30000,10,0.0246499291588535
"12279","ID","Personal Care and Service",29000,10,0.0176196179161344
"12280","ID","Sales and Related",45800,10,0.10022776773669
"12281","ID","Office and Administrative Support",36444,10,0.122376835044747
"12282","ID","Farming, Fishing, and Forestry",36000,10,0.0194170500989385
"12283","ID","Construction",45000,10,0.0681788743929681
"12284","ID","Extraction",68656,10,0.00264633030905073
"12285","ID","Installation, Maintenance, and Repair",52063,10,0.0448381613583964
"12286","ID","Production",44500,10,0.0722300713193989
"12287","ID","Transportation and Material Moving",44000,10,0.0777279819539403
"12288","ID","Not Identified",47900,10,0.0123588407957324
"12289","IL","Chief Executives",185000,10,0.0121103250959104
"12290","IL","Other Managers",80000,10,0.0110637896083879
"12291","IL","Business Operations Specialists",92031,10,0.122638767493468
"12292","IL","Financial Specialists",78094,10,0.0624471523315745
"12293","IL","Computer and Mathematical",99044,10,0.0512266988926452
"12294","IL","Architecture and Engineering",94391,10,0.0233349984359991
"12295","IL","Life, Physical, and Social Science",70000,10,0.0103015699614776
"12296","IL","Community and Social Services",72000,10,0.0240653050803918
"12297","IL","Legal",72888,10,0.0206611635638964
"12298","IL","Education, Training, and Library",65000,10,0.0117247316274735
"12299","IL","Arts, Design, Entertainment, Sports, and Media",47000,10,0.0216686649656948
"12300","IL","Healthcare Practitioners and Technicians",70000,10,0.078624934657468
"12301","IL","Healthcare Support",35500,10,0.021628048417036
"12302","IL","Protective Service",41000,10,0.00775301340504352
"12303","IL","Food Preparation and Serving",33765,10,0.0280227811364088
"12304","IL","Building and Grounds Cleaning and Maintenance",36000,10,0.0218084491915988
"12305","IL","Personal Care and Service",35000,10,0.0156442285730562
"12306","IL","Sales and Related",60000,10,0.088355499243319
"12307","IL","Office and Administrative Support",44357,10,0.11630021220828
"12308","IL","Farming, Fishing, and Forestry",41296,10,0.00297661278028715
"12309","IL","Construction",61903,10,0.0420568536733448
"12310","IL","Extraction",70793,10,0.000865607225314765
"12311","IL","Installation, Maintenance, and Repair",58994,10,0.0351045665132908
"12312","IL","Production",46856,10,0.0767354739133623
"12313","IL","Transportation and Material Moving",45020,10,0.0773829649975023
"12314","IL","Not Identified",62475,10,0.0154975870077683
"12315","IN","Chief Executives",150000,10,0.00814944571371954
"12316","IN","Other Managers",73158,10,0.0118100340141865
"12317","IN","Business Operations Specialists",75513,10,0.0998676819348991
"12318","IN","Financial Specialists",63028,10,0.0432047035143112
"12319","IN","Computer and Mathematical",80000,10,0.0314459177363312
"12320","IN","Architecture and Engineering",90000,10,0.0250374478183138
"12321","IN","Life, Physical, and Social Science",78000,10,0.00870439090007033
"12322","IN","Community and Social Services",60000,10,0.0200907728282828
"12323","IN","Legal",52063,10,0.0164511719007385
"12324","IN","Education, Training, and Library",58994,10,0.0104873414416178
"12325","IN","Arts, Design, Entertainment, Sports, and Media",43420,10,0.0191888038710477
"12326","IN","Healthcare Practitioners and Technicians",62475,10,0.085771488507461
"12327","IN","Healthcare Support",34217,10,0.0237162194810652
"12328","IN","Protective Service",36444,10,0.00484076196853749
"12329","IN","Food Preparation and Serving",29500,10,0.0255777506514627
"12330","IN","Building and Grounds Cleaning and Maintenance",35397,10,0.0204338919716465
"12331","IN","Personal Care and Service",33320,10,0.0159460107152741
"12332","IN","Sales and Related",50000,10,0.0789793889355546
"12333","IN","Office and Administrative Support",40000,10,0.118668463446097
"12334","IN","Farming, Fishing, and Forestry",43733,10,0.00362251818214209
"12335","IN","Construction",53011,10,0.0500919783820297
"12336","IN","Extraction",56275,10,0.00103814284201243
"12337","IN","Installation, Maintenance, and Repair",58000,10,0.0473323828819177
"12338","IN","Production",47195,10,0.129199731947321
"12339","IN","Transportation and Material Moving",45000,10,0.0891450866851713
"12340","IN","Not Identified",50000,10,0.0111984717287885
"12341","KS","Chief Executives",150000,10,0.0100862268287339
"12342","KS","Other Managers",74283,10,0.0112253458212733
"12343","KS","Business Operations Specialists",78094,10,0.110534490126223
"12344","KS","Financial Specialists",67530,10,0.0495195968414567
"12345","KS","Computer and Mathematical",86000,10,0.0427974631904774
"12346","KS","Architecture and Engineering",88506,10,0.0252058827445868
"12347","KS","Life, Physical, and Social Science",65000,10,0.00847136526013919
"12348","KS","Community and Social Services",60393,10,0.0234384930218369
"12349","KS","Legal",50648,10,0.0196519210678908
"12350","KS","Education, Training, and Library",50648,10,0.00678266069627892
"12351","KS","Arts, Design, Entertainment, Sports, and Media",41650,10,0.0191991787690494
"12352","KS","Healthcare Practitioners and Technicians",62475,10,0.0861251432977797
"12353","KS","Healthcare Support",31857,10,0.0252409884308606
"12354","KS","Protective Service",36016,10,0.00408799663953844
"12355","KS","Food Preparation and Serving",28317,10,0.0262191054829029
"12356","KS","Building and Grounds Cleaning and Maintenance",31238,10,0.0199242927717392
"12357","KS","Personal Care and Service",32500,10,0.0139732736778775
"12358","KS","Sales and Related",53000,10,0.0891672325945402
"12359","KS","Office and Administrative Support",38700,10,0.11914264650874
"12360","KS","Farming, Fishing, and Forestry",45000,10,0.0089386340498525
"12361","KS","Construction",46928,10,0.0483151086399936
"12362","KS","Extraction",56275,10,0.00269950622036445
"12363","KS","Installation, Maintenance, and Repair",54024,10,0.0457027613648607
"12364","KS","Production",45020,10,0.0957211010595864
"12365","KS","Transportation and Material Moving",45000,10,0.0751189053804912
"12366","KS","Not Identified",54000,10,0.0127106795129268
"12367","KY","Chief Executives",139000,10,0.00775561018501435
"12368","KY","Other Managers",74283,10,0.0103959416849919
"12369","KY","Business Operations Specialists",70805,10,0.101345679812642
"12370","KY","Financial Specialists",62534,10,0.0410119857919083
"12371","KY","Computer and Mathematical",80000,10,0.0274704178156306
"12372","KY","Architecture and Engineering",87789,10,0.020458621509269
"12373","KY","Life, Physical, and Social Science",65000,10,0.00638350212506378
"12374","KY","Community and Social Services",61354,10,0.0213046578539266
"12375","KY","Legal",49083,10,0.0178706478577329
"12376","KY","Education, Training, and Library",54024,10,0.00922495424921338
"12377","KY","Arts, Design, Entertainment, Sports, and Media",40609,10,0.015516206831785
"12378","KY","Healthcare Practitioners and Technicians",62475,10,0.0952630275468769
"12379","KY","Healthcare Support",31514,10,0.022152356352503
"12380","KY","Protective Service",37000,10,0.00701761384507728
"12381","KY","Food Preparation and Serving",28138,10,0.0260218506754162
"12382","KY","Building and Grounds Cleaning and Maintenance",31238,10,0.0210786049209729
"12383","KY","Personal Care and Service",33765,10,0.016097960703357
"12384","KY","Sales and Related",48939,10,0.0836271190384772
"12385","KY","Office and Administrative Support",38000,10,0.129352973344038
"12386","KY","Farming, Fishing, and Forestry",36444,10,0.00416452664349624
"12387","KY","Construction",49555,10,0.0479780728655035
"12388","KY","Extraction",65000,10,0.00296777582197667
"12389","KY","Installation, Maintenance, and Repair",56275,10,0.0456078413773272
"12390","KY","Production",45020,10,0.119887006776602
"12391","KY","Transportation and Material Moving",41650,10,0.0892526789765786
"12392","KY","Not Identified",49000,10,0.0107923653946203
"12393","LA","Chief Executives",135060,10,0.00730794383098655
"12394","LA","Other Managers",90000,10,0.0132599453956025
"12395","LA","Business Operations Specialists",70793,10,0.0994273261220139
"12396","LA","Financial Specialists",65599,10,0.0377725526901004
"12397","LA","Computer and Mathematical",70793,10,0.0198763848640871
"12398","LA","Architecture and Engineering",105000,10,0.0198091552732883
"12399","LA","Life, Physical, and Social Science",78000,10,0.00904107029508552
"12400","LA","Community and Social Services",58310,10,0.0193429136955408
"12401","LA","Legal",55000,10,0.019725336562682
"12402","LA","Education, Training, and Library",51915,10,0.00960684659167802
"12403","LA","Arts, Design, Entertainment, Sports, and Media",42476,10,0.0247937492196565
"12404","LA","Healthcare Practitioners and Technicians",64000,10,0.0992107944529476
"12405","LA","Healthcare Support",30000,10,0.0256764650157291
"12406","LA","Protective Service",33765,10,0.00900003405135118
"12407","LA","Food Preparation and Serving",27687,10,0.041211739159665
"12408","LA","Building and Grounds Cleaning and Maintenance",29497,10,0.02285980709473
"12409","LA","Personal Care and Service",29149,10,0.0208830825029315
"12410","LA","Sales and Related",43733,10,0.10010835314569
"12411","LA","Office and Administrative Support",37142,10,0.118644511751645
"12412","LA","Farming, Fishing, and Forestry",33037,10,0.00407131924538713
"12413","LA","Construction",50000,10,0.0692464785227651
"12414","LA","Extraction",70793,10,0.00833996170532659
"12415","LA","Installation, Maintenance, and Repair",56000,10,0.0461902213250516
"12416","LA","Production",60000,10,0.0690011341719279
"12417","LA","Transportation and Material Moving",45020,10,0.0747575587451291
"12418","LA","Not Identified",51000,10,0.0108353145690016
"12419","MA","Chief Executives",208250,10,0.0152764991292758
"12420","MA","Other Managers",90000,10,0.0105274605958698
"12421","MA","Business Operations Specialists",104125,10,0.150416654172338
"12422","MA","Financial Specialists",88506,10,0.0631983304294275
"12423","MA","Computer and Mathematical",115629,10,0.0686701752234545
"12424","MA","Architecture and Engineering",106190,10,0.0325992336910963
"12425","MA","Life, Physical, and Social Science",96000,10,0.0300673977676699
"12426","MA","Community and Social Services",80000,10,0.0293535426681711
"12427","MA","Legal",78000,10,0.0211569644285333
"12428","MA","Education, Training, and Library",78094,10,0.0199481101189744
"12429","MA","Arts, Design, Entertainment, Sports, and Media",53000,10,0.0253935489876908
"12430","MA","Healthcare Practitioners and Technicians",81036,10,0.0884222549138518
"12431","MA","Healthcare Support",40000,10,0.0236525481494146
"12432","MA","Protective Service",46856,10,0.00634010742288463
"12433","MA","Food Preparation and Serving",37817,10,0.0268422944153258
"12434","MA","Building and Grounds Cleaning and Maintenance",41532,10,0.0196849459819804
"12435","MA","Personal Care and Service",40000,10,0.0193179483759685
"12436","MA","Sales and Related",72888,10,0.0777202466760982
"12437","MA","Office and Administrative Support",49555,10,0.095379097338059
"12438","MA","Farming, Fishing, and Forestry",43733,10,0.00151185111354682
"12439","MA","Construction",61354,10,0.0435482939758238
"12440","MA","Extraction",58994,10,0.000218855889438838
"12441","MA","Installation, Maintenance, and Repair",64894,10,0.0257851622867889
"12442","MA","Production",50000,10,0.0456473412589898
"12443","MA","Transportation and Material Moving",50000,10,0.0401723635585699
"12444","MA","Not Identified",73158,10,0.0191487714307581
"12445","MD","Chief Executives",2e+05,10,0.0113230042897884
"12446","MD","Other Managers",82162,10,0.0110150502072998
"12447","MD","Business Operations Specialists",93713,10,0.136164833321351
"12448","MD","Financial Specialists",83300,10,0.0590019651544563
"12449","MD","Computer and Mathematical",106923,10,0.071730534186498
"12450","MD","Architecture and Engineering",106923,10,0.0240413880700745
"12451","MD","Life, Physical, and Social Science",84341,10,0.0178511515325808
"12452","MD","Community and Social Services",75409,10,0.023601025714765
"12453","MD","Legal",82592,10,0.0234865914156302
"12454","MD","Education, Training, and Library",75000,10,0.0127992666618736
"12455","MD","Arts, Design, Entertainment, Sports, and Media",50985.5,10,0.0250161765763175
"12456","MD","Healthcare Practitioners and Technicians",78094,10,0.0830265775157572
"12457","MD","Healthcare Support",38936,10,0.0243451482253697
"12458","MD","Protective Service",50000,10,0.0120737172574113
"12459","MD","Food Preparation and Serving",35000,10,0.0288182711433844
"12460","MD","Building and Grounds Cleaning and Maintenance",36000,10,0.0243709109209864
"12461","MD","Personal Care and Service",39393,10,0.0216580391592973
"12462","MD","Sales and Related",58994,10,0.0758651472667577
"12463","MD","Office and Administrative Support",47271,10,0.107934311117502
"12464","MD","Farming, Fishing, and Forestry",41306,10,0.00138279770891749
"12465","MD","Construction",50648,10,0.058594555084238
"12466","MD","Extraction",67253,10,0.000536822680758262
"12467","MD","Installation, Maintenance, and Repair",58994,10,0.0364194646152371
"12468","MD","Production",52000,10,0.0338054497088216
"12469","MD","Transportation and Material Moving",45000,10,0.0559062477532533
"12470","MD","Not Identified",73153,10,0.0192315527116735
"12471","ME","Chief Executives",150000,10,0.00977173354909985
"12472","ME","Other Managers",74283,10,0.010002541480594
"12473","ME","Business Operations Specialists",73153,10,0.118477082587746
"12474","ME","Financial Specialists",65000,10,0.0461356528233775
"12475","ME","Computer and Mathematical",81412,10,0.0321808496843896
"12476","ME","Architecture and Engineering",89548,10,0.0191959585271861
"12477","ME","Life, Physical, and Social Science",57269,10,0.0103293032712486
"12478","ME","Community and Social Services",64894,10,0.0217789326818844
"12479","ME","Legal",54012,10,0.020451138738907
"12480","ME","Education, Training, and Library",62000,10,0.0115300231845271
"12481","ME","Arts, Design, Entertainment, Sports, and Media",42000,10,0.0263873112691324
"12482","ME","Healthcare Practitioners and Technicians",67681,10,0.0963506413348478
"12483","ME","Healthcare Support",36000,10,0.0343696350122665
"12484","ME","Protective Service",45000,10,0.00465246549551092
"12485","ME","Food Preparation and Serving",31238,10,0.0337368582113163
"12486","ME","Building and Grounds Cleaning and Maintenance",35000,10,0.0211280024481201
"12487","ME","Personal Care and Service",35397,10,0.024123318862454
"12488","ME","Sales and Related",50648,10,0.0895820042427166
"12489","ME","Office and Administrative Support",41129,10,0.123798631749835
"12490","ME","Farming, Fishing, and Forestry",36576,10,0.00866956084252675
"12491","ME","Construction",48000,10,0.0482466377249081
"12492","ME","Extraction",37756,10,0.000448649125263873
"12493","ME","Installation, Maintenance, and Repair",53000,10,0.0417399287348095
"12494","ME","Production",47195,10,0.0716619727076104
"12495","ME","Transportation and Material Moving",46856,10,0.0591283240232156
"12496","ME","Not Identified",60000,10,0.0161228416865058
"12497","MI","Chief Executives",165000,10,0.00887941659819228
"12498","MI","Other Managers",75000,10,0.0092676663927691
"12499","MI","Business Operations Specialists",80232,10,0.106842988222405
"12500","MI","Financial Specialists",67530,10,0.0474527526705012
"12501","MI","Computer and Mathematical",87789,10,0.0391437277458231
"12502","MI","Architecture and Engineering",1e+05,10,0.043225828540126
"12503","MI","Life, Physical, and Social Science",66000,10,0.00797418515475212
"12504","MI","Community and Social Services",63714,10,0.0209158449739797
"12505","MI","Legal",58000,10,0.017555806628321
"12506","MI","Education, Training, and Library",61354,10,0.00896637907422624
"12507","MI","Arts, Design, Entertainment, Sports, and Media",44836,10,0.01865995617639
"12508","MI","Healthcare Practitioners and Technicians",67253,10,0.0842563681183238
"12509","MI","Healthcare Support",34217,10,0.0262140509449466
"12510","MI","Protective Service",41296,10,0.00628937277458231
"12511","MI","Food Preparation and Serving",30000,10,0.0301407148726376
"12512","MI","Building and Grounds Cleaning and Maintenance",33765,10,0.0218837304847987
"12513","MI","Personal Care and Service",31267,10,0.0165399890440975
"12514","MI","Sales and Related",51000,10,0.0830402629416598
"12515","MI","Office and Administrative Support",40000,10,0.114952752670501
"12516","MI","Farming, Fishing, and Forestry",38000,10,0.00456689947959463
"12517","MI","Construction",52000,10,0.0445186250342372
"12518","MI","Extraction",60000,10,0.000686798137496576
"12519","MI","Installation, Maintenance, and Repair",56228,10,0.0396110654615174
"12520","MI","Production",45000,10,0.116828266228431
"12521","MI","Transportation and Material Moving",44000,10,0.0682374691865242
"12522","MI","Not Identified",60000,10,0.0133490824431663
"12523","MN","Chief Executives",176983,10,0.010646013905157
"12524","MN","Other Managers",81036,10,0.0100099067693284
"12525","MN","Business Operations Specialists",90040,10,0.123992946514038
"12526","MN","Financial Specialists",75000,10,0.0594974809376922
"12527","MN","Computer and Mathematical",95000,10,0.0551378334335904
"12528","MN","Architecture and Engineering",91000,10,0.0287876110190927
"12529","MN","Life, Physical, and Social Science",72000,10,0.0126753127433835
"12530","MN","Community and Social Services",67681,10,0.0268447246313951
"12531","MN","Legal",60174,10,0.0185914993563666
"12532","MN","Education, Training, and Library",66074,10,0.00848068514480775
"12533","MN","Arts, Design, Entertainment, Sports, and Media",47195,10,0.0210539754465991
"12534","MN","Healthcare Practitioners and Technicians",70793,10,0.0905909106367037
"12535","MN","Healthcare Support",38000,10,0.0216856225849811
"12536","MN","Protective Service",45000,10,0.00486251221621176
"12537","MN","Food Preparation and Serving",34215,10,0.0256750903010108
"12538","MN","Building and Grounds Cleaning and Maintenance",39393,10,0.0176482098963998
"12539","MN","Personal Care and Service",35397,10,0.0207908355972466
"12540","MN","Sales and Related",64000,10,0.083459374719508
"12541","MN","Office and Administrative Support",45190,10,0.108718012758938
"12542","MN","Farming, Fishing, and Forestry",45000,10,0.00515185455056327
"12543","MN","Construction",60000,10,0.0467547107329281
"12544","MN","Extraction",69781,10,0.00110830936549289
"12545","MN","Installation, Maintenance, and Repair",60000,10,0.0364058441576542
"12546","MN","Production",48000,10,0.0858722333381464
"12547","MN","Transportation and Material Moving",50000,10,0.0586623464158067
"12548","MN","Not Identified",62475,10,0.0168961428269582
"12549","MO","Chief Executives",168825,10,0.0100253346601749
