"","state","occ_category","median_income","quantile","share_quantile"
"23113","MI","Personal Care and Service",48939,18,0.00849494290405315
"23114","MI","Sales and Related",67253,18,0.0789297359456663
"23115","MI","Office and Administrative Support",50000,18,0.0958776292607383
"23116","MI","Farming, Fishing, and Forestry",47195,18,0.00338939408062743
"23117","MI","Construction",61354,18,0.045919021861015
"23118","MI","Extraction",65000,18,0.000816777062315937
"23119","MI","Installation, Maintenance, and Repair",62475,18,0.0438304721525167
"23120","MI","Production",54024,18,0.110488248100878
"23121","MI","Transportation and Material Moving",55000,18,0.0600663389098749
"23122","MI","Not Identified",70793,18,0.0141011714521189
"23123","MN","Chief Executives",180000,18,0.0140416236796764
"23124","MN","Other Managers",88506,18,0.0120894570226528
"23125","MN","Business Operations Specialists",98000,18,0.150861605811115
"23126","MN","Financial Specialists",81218,18,0.0709332303398859
"23127","MN","Computer and Mathematical",1e+05,18,0.0703621577227427
"23128","MN","Architecture and Engineering",94391,18,0.0372271719356882
"23129","MN","Life, Physical, and Social Science",77053,18,0.0151349271769701
"23130","MN","Community and Social Services",75000,18,0.0307289666816698
"23131","MN","Legal",72888,18,0.0198470276797395
"23132","MN","Education, Training, and Library",72000,18,0.0095143703661402
"23133","MN","Arts, Design, Entertainment, Sports, and Media",62475,18,0.0167053768741138
"23134","MN","Healthcare Practitioners and Technicians",78094,18,0.101683236539029
"23135","MN","Healthcare Support",51773,18,0.0111817521259305
"23136","MN","Protective Service",60777,18,0.00364735063633269
"23137","MN","Food Preparation and Serving",51000,18,0.00986978792917798
"23138","MN","Building and Grounds Cleaning and Maintenance",55000,18,0.0096360990029523
"23139","MN","Personal Care and Service",56000,18,0.00900942194677152
"23140","MN","Sales and Related",80000,18,0.0847306453345997
"23141","MN","Office and Administrative Support",56000,18,0.0880533862727668
"23142","MN","Farming, Fishing, and Forestry",54024,18,0.00392762706553584
"23143","MN","Construction",70000,18,0.0491362902371379
"23144","MN","Extraction",82592,18,0.00109029785194041
"23145","MN","Installation, Maintenance, and Repair",66074,18,0.0391507849618546
"23146","MN","Production",58994,18,0.0722331719552249
"23147","MN","Transportation and Material Moving",61903,18,0.0514175750603571
"23148","MN","Not Identified",72888,18,0.0177866577899941
"23149","MO","Chief Executives",171000,18,0.0132745122014341
"23150","MO","Other Managers",80000,18,0.0123488370174055
"23151","MO","Business Operations Specialists",81036,18,0.13547113791285
"23152","MO","Financial Specialists",70793,18,0.0605289551047536
"23153","MO","Computer and Mathematical",88000,18,0.0566897285311245
"23154","MO","Architecture and Engineering",90589,18,0.0253502975438102
"23155","MO","Life, Physical, and Social Science",65000,18,0.0113346450815817
"23156","MO","Community and Social Services",69000,18,0.0264537563733937
"23157","MO","Legal",65000,18,0.0207324236111684
"23158","MO","Education, Training, and Library",70793,18,0.0102101822769959
"23159","MO","Arts, Design, Entertainment, Sports, and Media",52063,18,0.0204203645539918
"23160","MO","Healthcare Practitioners and Technicians",70000,18,0.101423694434172
"23161","MO","Healthcare Support",45000,18,0.0131417370737412
"23162","MO","Protective Service",54024,18,0.00461562350674865
"23163","MO","Food Preparation and Serving",45700,18,0.0123465865915124
"23164","MO","Building and Grounds Cleaning and Maintenance",46856,18,0.01149067461017
"23165","MO","Personal Care and Service",50000,18,0.00879766495809332
"23166","MO","Sales and Related",65000,18,0.0873547818924732
"23167","MO","Office and Administrative Support",49000,18,0.103754385517459
"23168","MO","Farming, Fishing, and Forestry",44836,18,0.00290604996995681
"23169","MO","Construction",61903,18,0.0547723656702031
"23170","MO","Extraction",67530,18,0.00119047529745004
"23171","MO","Installation, Maintenance, and Repair",60393,18,0.0439335644270678
"23172","MO","Production",53095,18,0.0795585564568095
"23173","MO","Transportation and Material Moving",56000,18,0.0669111629375859
"23174","MO","Not Identified",65000,18,0.0149878364480478
"23175","MS","Chief Executives",150000,18,0.00743350805668802
"23176","MS","Other Managers",78785,18,0.0115006794797127
"23177","MS","Business Operations Specialists",72000,18,0.101788002329645
"23178","MS","Financial Specialists",65000,18,0.0368879829159387
"23179","MS","Computer and Mathematical",75000,18,0.021316249271986
"23180","MS","Architecture and Engineering",85000,18,0.0173772083090662
"23181","MS","Life, Physical, and Social Science",69764,18,0.00577751892836342
"23182","MS","Community and Social Services",58994,18,0.0202251989904873
"23183","MS","Legal",56000,18,0.0217375266938459
"23184","MS","Education, Training, and Library",55000,18,0.00636963696369637
"23185","MS","Arts, Design, Entertainment, Sports, and Media",48000,18,0.0140205785284411
"23186","MS","Healthcare Practitioners and Technicians",63000,18,0.122455833818676
"23187","MS","Healthcare Support",40000,18,0.015608619685498
"23188","MS","Protective Service",40200,18,0.00596194913609008
"23189","MS","Food Preparation and Serving",38267,18,0.0152805280528053
"23190","MS","Building and Grounds Cleaning and Maintenance",41650,18,0.0149369054552514
"23191","MS","Personal Care and Service",39568,18,0.0134051640458163
"23192","MS","Sales and Related",56634,18,0.0884915550378567
"23193","MS","Office and Administrative Support",42900,18,0.111358959425354
"23194","MS","Farming, Fishing, and Forestry",50000,18,0.00436420112599495
"23195","MS","Construction",54145,18,0.0514540865851291
"23196","MS","Extraction",85383,18,0.00489807804309843
"23197","MS","Installation, Maintenance, and Repair",58994,18,0.0646029897107358
"23198","MS","Production",48375,18,0.108881770529994
"23199","MS","Transportation and Material Moving",52063,18,0.104480683362454
"23200","MS","Not Identified",54024,18,0.00938458551737527
"23201","MT","Chief Executives",120000,18,0.011031667879722
"23202","MT","Other Managers",80000,18,0.0124254922388244
"23203","MT","Business Operations Specialists",75000,18,0.128412610066932
"23204","MT","Financial Specialists",68723,18,0.0437128055829088
"23205","MT","Computer and Mathematical",75000,18,0.0348265806586653
"23206","MT","Architecture and Engineering",81412,18,0.0252077654569413
"23207","MT","Life, Physical, and Social Science",70793,18,0.0131009975596181
"23208","MT","Community and Social Services",62475,18,0.0263161650326098
"23209","MT","Legal",54474,18,0.0146708338685048
"23210","MT","Education, Training, and Library",57269,18,0.00966162891923906
"23211","MT","Arts, Design, Entertainment, Sports, and Media",49555,18,0.0156222498132846
"23212","MT","Healthcare Practitioners and Technicians",70000,18,0.115792077559428
"23213","MT","Healthcare Support",40000,18,0.0196229538610838
"23214","MT","Protective Service",47793,18,0.0041862301570312
"23215","MT","Food Preparation and Serving",40505,18,0.0233477472848967
"23216","MT","Building and Grounds Cleaning and Maintenance",39393,18,0.0107272147773925
"23217","MT","Personal Care and Service",45000,18,0.0124112209996527
"23218","MT","Sales and Related",58652,18,0.097777016645022
"23219","MT","Office and Administrative Support",42800,18,0.0961643666186202
"23220","MT","Farming, Fishing, and Forestry",47195,18,0.0112457364672975
"23221","MT","Construction",58310,18,0.0708995162049921
"23222","MT","Extraction",83300,18,0.01244452055772
"23223","MT","Installation, Maintenance, and Repair",53000,18,0.0535409322924843
"23224","MT","Production",54024,18,0.053697915923373
"23225","MT","Transportation and Material Moving",54000,18,0.0696151046795393
"23226","MT","Not Identified",57269,18,0.0135386488942168
"23227","NC","Chief Executives",176983,18,0.013690882567736
"23228","NC","Other Managers",80000,18,0.0139439259520929
"23229","NC","Business Operations Specialists",90000,18,0.152858337802394
"23230","NC","Financial Specialists",74333,18,0.0637252928073447
"23231","NC","Computer and Mathematical",1e+05,18,0.0667910987299327
"23232","NC","Architecture and Engineering",95000,18,0.0283985145026348
"23233","NC","Life, Physical, and Social Science",75409,18,0.0134149600347031
"23234","NC","Community and Social Services",70793,18,0.0283911931750584
"23235","NC","Legal",65000,18,0.0198362219021175
"23236","NC","Education, Training, and Library",65279,18,0.0105921306710546
"23237","NC","Arts, Design, Entertainment, Sports, and Media",50000,18,0.0150974926283383
"23238","NC","Healthcare Practitioners and Technicians",70805,18,0.0959912986021755
"23239","NC","Healthcare Support",43219,18,0.0161453576377004
"23240","NC","Protective Service",55000,18,0.00563055848917084
"23241","NC","Food Preparation and Serving",43733,18,0.0122389717927552
"23242","NC","Building and Grounds Cleaning and Maintenance",45000,18,0.0134950370550692
"23243","NC","Personal Care and Service",45920,18,0.00858196866837864
"23244","NC","Sales and Related",65000,18,0.087088564269359
"23245","NC","Office and Administrative Support",48729,18,0.096358280146939
"23246","NC","Farming, Fishing, and Forestry",49980,18,0.00235014615200174
"23247","NC","Construction",50000,18,0.0449785759651798
"23248","NC","Extraction",64154,18,0.000609500520729424
"23249","NC","Installation, Maintenance, and Repair",57269,18,0.0446637588793976
"23250","NC","Production",50000,18,0.0712287384071354
"23251","NC","Transportation and Material Moving",52000,18,0.0579675262515352
"23252","NC","Not Identified",63714,18,0.0159316663890663
"23253","ND","Chief Executives",106190,18,0.010421647007559
"23254","ND","Other Managers",99044,18,0.0140952473174245
"23255","ND","Business Operations Specialists",82162,18,0.104597749844159
"23256","ND","Financial Specialists",62475,18,0.0486343527019421
"23257","ND","Computer and Mathematical",83300,18,0.0297398219484001
"23258","ND","Architecture and Engineering",86664,18,0.0249102782131899
"23259","ND","Life, Physical, and Social Science",60000,18,0.0097559204275175
"23260","ND","Community and Social Services",65000,18,0.0247226643588145
"23261","ND","Legal",56228,18,0.0206072636821942
"23262","ND","Education, Training, and Library",69764,18,0.00909624590729455
"23263","ND","Arts, Design, Entertainment, Sports, and Media",58168,18,0.0141315596763358
"23264","ND","Healthcare Practitioners and Technicians",65000,18,0.118124103538639
"23265","ND","Healthcare Support",44836,18,0.0181682835753149
"23266","ND","Protective Service",48000,18,0.00380069356605521
"23267","ND","Food Preparation and Serving",42000,18,0.011492861595444
"23268","ND","Building and Grounds Cleaning and Maintenance",47195,18,0.0165523836037595
"23269","ND","Personal Care and Service",45020,18,0.00919913092421006
"23270","ND","Sales and Related",67681,18,0.0887595092989899
"23271","ND","Office and Administrative Support",50648,18,0.0981038896588454
"23272","ND","Farming, Fishing, and Forestry",56275,18,0.0142162885137957
"23273","ND","Construction",60000,18,0.071456670277729
"23274","ND","Extraction",90000,18,0.0107363541181241
"23275","ND","Installation, Maintenance, and Repair",67253,18,0.0653622460404399
"23276","ND","Production",58526,18,0.0759291424836443
"23277","ND","Transportation and Material Moving",62475,18,0.0754994462365266
"23278","ND","Not Identified",51021,18,0.0118862454836504
"23279","NE","Chief Executives",150000,18,0.0131967228138346
"23280","NE","Other Managers",76692,18,0.0127843252259022
"23281","NE","Business Operations Specialists",80000,18,0.129623435180264
"23282","NE","Financial Specialists",66640,18,0.0618092340402133
"23283","NE","Computer and Mathematical",87789,18,0.05494281420114
"23284","NE","Architecture and Engineering",88491,18,0.0228628640554262
"23285","NE","Life, Physical, and Social Science",74970,18,0.0116891805201708
"23286","NE","Community and Social Services",68000,18,0.0304830550413314
"23287","NE","Legal",62475,18,0.0175246063894133
"23288","NE","Education, Training, and Library",66640,18,0.0100991587089206
"23289","NE","Arts, Design, Entertainment, Sports, and Media",56275,18,0.0188442786707968
"23290","NE","Healthcare Practitioners and Technicians",70000,18,0.100746439634158
"23291","NE","Healthcare Support",44000,18,0.0136137025971884
"23292","NE","Protective Service",59000,18,0.00465092835279239
"23293","NE","Food Preparation and Serving",43656,18,0.0110178888909254
"23294","NE","Building and Grounds Cleaning and Maintenance",50000,18,0.0124154584944739
"23295","NE","Personal Care and Service",46369,18,0.00725819754760901
"23296","NE","Sales and Related",65000,18,0.0878681794021151
"23297","NE","Office and Administrative Support",50000,18,0.0991862020931469
"23298","NE","Farming, Fishing, and Forestry",49980,18,0.0104290767792665
"23299","NE","Construction",58000,18,0.0524111512307777
"23300","NE","Extraction",69764,18,0.000627760772741436
"23301","NE","Installation, Maintenance, and Repair",60000,18,0.0476869077512418
"23302","NE","Production",53095,18,0.0895635917080592
"23303","NE","Transportation and Material Moving",58994,18,0.0671314540222511
"23304","NE","Not Identified",53095,18,0.0115333858758408
"23305","NH","Chief Executives",176983,18,0.0178227884859705
"23306","NH","Other Managers",94391,18,0.0145347078538846
"23307","NH","Business Operations Specialists",100170,18,0.159791038997181
"23308","NH","Financial Specialists",80000,18,0.063680472370443
"23309","NH","Computer and Mathematical",105000,18,0.0767027236318318
"23310","NH","Architecture and Engineering",101295,18,0.0469406028046995
"23311","NH","Life, Physical, and Social Science",90000,18,0.0134790131523225
"23312","NH","Community and Social Services",76011,18,0.033098600070178
"23313","NH","Legal",73158,18,0.013678657422532
"23314","NH","Education, Training, and Library",78785,18,0.0117517877236923
"23315","NH","Arts, Design, Entertainment, Sports, and Media",62000,18,0.016195385192445
"23316","NH","Healthcare Practitioners and Technicians",80000,18,0.103694023981512
"23317","NH","Healthcare Support",52000,18,0.0102090819993466
"23318","NH","Protective Service",62475,18,0.00493060849153629
"23319","NH","Food Preparation and Serving",55712,18,0.0139992982201411
"23320","NH","Building and Grounds Cleaning and Maintenance",56000,18,0.0106597940639104
"23321","NH","Personal Care and Service",56275,18,0.00606495093590814
"23322","NH","Sales and Related",83300,18,0.0976230232192336
"23323","NH","Office and Administrative Support",58310,18,0.0775375996708894
"23324","NH","Farming, Fishing, and Forestry",62000,18,0.00113131753118685
"23325","NH","Construction",72000,18,0.0478843757184169
"23326","NH","Extraction",56275,18,0.000420462932713831
"23327","NH","Installation, Maintenance, and Repair",67530,18,0.0382288528319237
"23328","NH","Production",60000,18,0.0652836763584885
"23329","NH","Transportation and Material Moving",63714,18,0.0410662213994458
"23330","NH","Not Identified",82592,18,0.0135909349401672
"23331","NJ","Chief Executives",2e+05,18,0.0203171229391063
"23332","NJ","Other Managers",1e+05,18,0.0131568022802063
"23333","NJ","Business Operations Specialists",117988,18,0.179582854301809
"23334","NJ","Financial Specialists",1e+05,18,0.0793872043150443
"23335","NJ","Computer and Mathematical",118178,18,0.0835141199120503
"23336","NJ","Architecture and Engineering",105000,18,0.0282417776701144
"23337","NJ","Life, Physical, and Social Science",1e+05,18,0.0174947033846569
"23338","NJ","Community and Social Services",99960,18,0.0316839671526822
"23339","NJ","Legal",112550,18,0.0236919142734626
"23340","NJ","Education, Training, and Library",79052,18,0.0117009046003632
"23341","NJ","Arts, Design, Entertainment, Sports, and Media",70793,18,0.0192157981259408
"23342","NJ","Healthcare Practitioners and Technicians",90000,18,0.0915335227644571
"23343","NJ","Healthcare Support",54024,18,0.010368570192241
"23344","NJ","Protective Service",70000,18,0.00568781763819307
"23345","NJ","Food Preparation and Serving",55000,18,0.0104325495938041
"23346","NJ","Building and Grounds Cleaning and Maintenance",59652,18,0.0102362158577098
"23347","NJ","Personal Care and Service",57269,18,0.0100662553100461
"23348","NJ","Sales and Related",90040,18,0.0868146756048984
"23349","NJ","Office and Administrative Support",64894,18,0.0911081330029196
"23350","NJ","Farming, Fishing, and Forestry",60000,18,0.000477647746020335
"23351","NJ","Construction",78000,18,0.0411993158599564
"23352","NJ","Extraction",72000,18,0.000309152375491689
"23353","NJ","Installation, Maintenance, and Repair",73153,18,0.0314969128717765
"23354","NJ","Production",66037,18,0.0347950266027328
"23355","NJ","Transportation and Material Moving",66640,18,0.0454502831210617
"23356","NJ","Not Identified",88491,18,0.0220367525032551
"23357","NM","Chief Executives",115000,18,0.0106677929189759
"23358","NM","Other Managers",79911,18,0.0174138144039626
"23359","NM","Business Operations Specialists",74333,18,0.114943816673706
"23360","NM","Financial Specialists",62475,18,0.0404876212804225
"23361","NM","Computer and Mathematical",88000,18,0.0384247407752179
"23362","NM","Architecture and Engineering",102000,18,0.0308598878919257
"23363","NM","Life, Physical, and Social Science",90000,18,0.0176867582033977
"23364","NM","Community and Social Services",73158,18,0.0226198582416098
"23365","NM","Legal",58876,18,0.0199363897292685
"23366","NM","Education, Training, and Library",53000,18,0.0110326756824313
"23367","NM","Arts, Design, Entertainment, Sports, and Media",50648,18,0.0245563226712866
"23368","NM","Healthcare Practitioners and Technicians",75000,18,0.101546585760378
"23369","NM","Healthcare Support",39393,18,0.0203271303263546
"23370","NM","Protective Service",47195,18,0.00922550042090807
"23371","NM","Food Preparation and Serving",37000,18,0.0219877778639706
"23372","NM","Building and Grounds Cleaning and Maintenance",37485,18,0.0188647261799073
"23373","NM","Personal Care and Service",41650,18,0.020065678897422
"23374","NM","Sales and Related",52000,18,0.0834173712926331
"23375","NM","Office and Administrative Support",42476,18,0.108258130133857
"23376","NM","Farming, Fishing, and Forestry",36400,18,0.00701321909917054
"23377","NM","Construction",51854,18,0.0739648965543
"23378","NM","Extraction",65279,18,0.00814234450104437
"23379","NM","Installation, Maintenance, and Repair",57814,18,0.0558672861054368
"23380","NM","Production",49980,18,0.0417230511094447
"23381","NM","Transportation and Material Moving",50000,18,0.0659231102951528
"23382","NM","Not Identified",58994,18,0.0150435129878152
"23383","NV","Chief Executives",170765,18,0.0107077814819969
"23384","NV","Other Managers",82162,18,0.0147116658700243
"23385","NV","Business Operations Specialists",80000,18,0.126124627141103
"23386","NV","Financial Specialists",69764,18,0.0451030693925955
"23387","NV","Computer and Mathematical",82592,18,0.0355040326240191
"23388","NV","Architecture and Engineering",92291,18,0.0212007720372466
"23389","NV","Life, Physical, and Social Science",74000,18,0.00654204759282901
"23390","NV","Community and Social Services",70000,18,0.0194355536463029
"23391","NV","Legal",79052,18,0.0142336804274037
"23392","NV","Education, Training, and Library",61903,18,0.0059990198273202
"23393","NV","Arts, Design, Entertainment, Sports, and Media",57000,18,0.0140839318235447
"23394","NV","Healthcare Practitioners and Technicians",82592,18,0.0719413469508764
"23395","NV","Healthcare Support",45000,18,0.015696376386309
"23396","NV","Protective Service",46015,18,0.0145936821215293
"23397","NV","Food Preparation and Serving",47195,18,0.057772708846361
"23398","NV","Building and Grounds Cleaning and Maintenance",42476,18,0.0337857052100413
"23399","NV","Personal Care and Service",51435,18,0.0379922796275344
"23400","NV","Sales and Related",60000,18,0.0902666432715986
"23401","NV","Office and Administrative Support",48000,18,0.111394809925156
"23402","NV","Farming, Fishing, and Forestry",46856,18,0.000797146608421014
"23403","NV","Construction",58000,18,0.071219830950465
"23404","NV","Extraction",101295,18,0.00481918234237069
"23405","NV","Installation, Maintenance, and Repair",62475,18,0.0448534883861638
"23406","NV","Production",51773,18,0.0433257501043702
"23407","NV","Transportation and Material Moving",55000,18,0.0718687415671872
"23408","NV","Not Identified",63714,18,0.0160261258372308
"23409","NY","Chief Executives",2e+05,18,0.0168470855300689
"23410","NY","Other Managers",90040,18,0.011101252964423
"23411","NY","Business Operations Specialists",100170,18,0.159395558217967
"23412","NY","Financial Specialists",90000,18,0.0698712157114664
"23413","NY","Computer and Mathematical",106190,18,0.0567725796169872
"23414","NY","Architecture and Engineering",96000,18,0.0240612126866958
"23415","NY","Life, Physical, and Social Science",83287,18,0.0129643934251143
"23416","NY","Community and Social Services",94000,18,0.0316746194158744
"23417","NY","Legal",101295,18,0.0341294128890697
"23418","NY","Education, Training, and Library",87311,18,0.0174099194741037
"23419","NY","Arts, Design, Entertainment, Sports, and Media",70000,18,0.0266229076617341
"23420","NY","Healthcare Practitioners and Technicians",90000,18,0.0981244944347177
"23421","NY","Healthcare Support",51915,18,0.0212719209657984
"23422","NY","Protective Service",61000,18,0.0085553222661542
"23423","NY","Food Preparation and Serving",54137,18,0.0183942015048973
"23424","NY","Building and Grounds Cleaning and Maintenance",56275,18,0.0180523137524595
"23425","NY","Personal Care and Service",56000,18,0.0149031531509341
"23426","NY","Sales and Related",82259,18,0.0820444394962131
"23427","NY","Office and Administrative Support",59652,18,0.0930323867213556
"23428","NY","Farming, Fishing, and Forestry",50000,18,0.00106458131558801
"23429","NY","Construction",69764,18,0.0442855481977983
"23430","NY","Extraction",70793,18,0.000283510665025868
"23431","NY","Installation, Maintenance, and Repair",68000,18,0.0298035968167984
"23432","NY","Production",60000,18,0.0347742703356707
"23433","NY","Transportation and Material Moving",60000,18,0.0403511295596939
"23434","NY","Not Identified",84952,18,0.0342089732233906
"23435","OH","Chief Executives",159821,18,0.0137106801895223
"23436","OH","Other Managers",77872,18,0.0140369222410004
"23437","OH","Business Operations Specialists",86000,18,0.133669069815412
"23438","OH","Financial Specialists",70000,18,0.056643050560552
"23439","OH","Computer and Mathematical",88491,18,0.0526580987170522
"23440","OH","Architecture and Engineering",90851,18,0.0327859716691867
"23441","OH","Life, Physical, and Social Science",70793,18,0.0103368033155171
"23442","OH","Community and Social Services",70000,18,0.0265188734703292
"23443","OH","Legal",63000,18,0.0178229554433854
"23444","OH","Education, Training, and Library",68656,18,0.00911310537153861
"23445","OH","Arts, Design, Entertainment, Sports, and Media",56275,18,0.0175667606176695
"23446","OH","Healthcare Practitioners and Technicians",69781,18,0.10679299419382
"23447","OH","Healthcare Support",44000,18,0.0143511672538121
"23448","OH","Protective Service",53095,18,0.00485183463746304
"23449","OH","Food Preparation and Serving",46015,18,0.0118159220827169
"23450","OH","Building and Grounds Cleaning and Maintenance",50000,18,0.01258373255737
"23451","OH","Personal Care and Service",46000,18,0.00738824081230014
"23452","OH","Sales and Related",67530,18,0.0809440198825761
"23453","OH","Office and Administrative Support",49251,18,0.102453549207789
"23454","OH","Farming, Fishing, and Forestry",50000,18,0.00156890305657455
"23455","OH","Construction",60393,18,0.044031453913376
"23456","OH","Extraction",68433,18,0.00136030938427715
"23457","OH","Installation, Maintenance, and Repair",60000,18,0.0422802732693207
"23458","OH","Production",53095,18,0.100373804504772
"23459","OH","Transportation and Material Moving",53095,18,0.0705449093662429
"23460","OH","Not Identified",61903,18,0.013796594466424
"23461","OK","Chief Executives",140000,18,0.0103502981503796
"23462","OK","Other Managers",76692,18,0.0131779915451296
"23463","OK","Business Operations Specialists",75000,18,0.118640880252222
"23464","OK","Financial Specialists",67000,18,0.0505733971142751
"23465","OK","Computer and Mathematical",78000,18,0.0374612283607573
"23466","OK","Architecture and Engineering",94542,18,0.0242201006685715
"23467","OK","Life, Physical, and Social Science",79052,18,0.00726468687829366
"23468","OK","Community and Social Services",65000,18,0.0270007777835988
"23469","OK","Legal",56228,18,0.0188226317564073
"23470","OK","Education, Training, and Library",60000,18,0.00942071913414819
"23471","OK","Arts, Design, Entertainment, Sports, and Media",48397,18,0.0167780952496094
"23472","OK","Healthcare Practitioners and Technicians",67681,18,0.102805797241622
"23473","OK","Healthcare Support",41000,18,0.0179736520768434
"23474","OK","Protective Service",46000,18,0.00629883816056194
"23475","OK","Food Preparation and Serving",40518,18,0.0131833648342407
"23476","OK","Building and Grounds Cleaning and Maintenance",44345,18,0.0109198667961629
"23477","OK","Personal Care and Service",41650,18,0.0107223984213277
"23478","OK","Sales and Related",60000,18,0.0850537933406141
"23479","OK","Office and Administrative Support",46856,18,0.112773248542831
"23480","OK","Farming, Fishing, and Forestry",45020,18,0.00549687476072072
"23481","OK","Construction",52899,18,0.0611534033741569
"23482","OK","Extraction",68000,18,0.00772410309729818
"23483","OK","Installation, Maintenance, and Repair",58994,18,0.056242217126553
"23484","OK","Production",51000,18,0.0924151994229088
"23485","OK","Transportation and Material Moving",53095,18,0.0720732701703198
"23486","OK","Not Identified",57814,18,0.011453165740446
"23487","OR","Chief Executives",178000,18,0.0109678334866816
"23488","OR","Other Managers",82592,18,0.0155328050829225
"23489","OR","Business Operations Specialists",90000,18,0.1434229619559
"23490","OR","Financial Specialists",75000,18,0.05684871622333
"23491","OR","Computer and Mathematical",1e+05,18,0.0607087435971381
"23492","OR","Architecture and Engineering",110000,18,0.0462894299564674
"23493","OR","Life, Physical, and Social Science",76000,18,0.0120309717701882
"23494","OR","Community and Social Services",73000,18,0.028426646891608
"23495","OR","Legal",70000,18,0.0193413349080139
"23496","OR","Education, Training, and Library",69764,18,0.0092821470586889
"23497","OR","Arts, Design, Entertainment, Sports, and Media",59000,18,0.0143586609721822
"23498","OR","Healthcare Practitioners and Technicians",89000,18,0.0961390571142147
"23499","OR","Healthcare Support",48000,18,0.0173924387865804
"23500","OR","Protective Service",51773,18,0.00461875792490055
"23501","OR","Food Preparation and Serving",47195,18,0.0182186883459903
"23502","OR","Building and Grounds Cleaning and Maintenance",49000,18,0.010944945687252
"23503","OR","Personal Care and Service",48000,18,0.0119909181211863
"23504","OR","Sales and Related",70000,18,0.0872242592363715
"23505","OR","Office and Administrative Support",52000,18,0.09407343321569
"23506","OR","Farming, Fishing, and Forestry",50000,18,0.00848107407865163
"23507","OR","Construction",62475,18,0.0518053896190097
"23508","OR","Extraction",68000,18,0.000576772545626828
"23509","OR","Installation, Maintenance, and Repair",61354,18,0.0398648246565686
"23510","OR","Production",54275,18,0.0631016630275066
"23511","OR","Transportation and Material Moving",57814,18,0.057442654618529
"23512","OR","Not Identified",76692,18,0.0209148711188014
"23513","PA","Chief Executives",175000,18,0.0127912144589419
"23514","PA","Other Managers",82592,18,0.0122644770485147
"23515","PA","Business Operations Specialists",90851,18,0.142505445696665
"23516","PA","Financial Specialists",78000,18,0.0658675529755177
"23517","PA","Computer and Mathematical",94391,18,0.0580433076914636
"23518","PA","Architecture and Engineering",94391,18,0.0295977728883865
"23519","PA","Life, Physical, and Social Science",84413,18,0.0163058835471375
"23520","PA","Community and Social Services",70000,18,0.0274973388787077
"23521","PA","Legal",70805,18,0.0219010968209203
"23522","PA","Education, Training, and Library",78785,18,0.0166234348766008
"23523","PA","Arts, Design, Entertainment, Sports, and Media",62000,18,0.0227042342006211
"23524","PA","Healthcare Practitioners and Technicians",76692,18,0.111322316656973
"23525","PA","Healthcare Support",47400,18,0.0152674975583526
"23526","PA","Protective Service",60174,18,0.00555714826560734
"23527","PA","Food Preparation and Serving",48622,18,0.0114109292525816
"23528","PA","Building and Grounds Cleaning and Maintenance",50648,18,0.0115436423891931
"23529","PA","Personal Care and Service",49600,18,0.0126091196901028
"23530","PA","Sales and Related",70793,18,0.0777019983100508
"23531","PA","Office and Administrative Support",52448,18,0.0923625133056065
"23532","PA","Farming, Fishing, and Forestry",48939,18,0.00195194618499457
"23533","PA","Construction",62475,18,0.044255201531928
"23534","PA","Extraction",73153,18,0.00204933773744335
"23535","PA","Installation, Maintenance, and Repair",64894,18,0.0410368222370977
"23536","PA","Production",57269,18,0.0663428511857079
"23537","PA","Transportation and Material Moving",57578,18,0.0654015138213702
"23538","PA","Not Identified",65279,18,0.0150854027895135
"23539","RI","Chief Executives",165184,18,0.0126403029500726
"23540","RI","Other Managers",83000,18,0.0130494781011064
"23541","RI","Business Operations Specialists",89000,18,0.147981001436125
"23542","RI","Financial Specialists",78892.5,18,0.0659975449490938
"23543","RI","Computer and Mathematical",94754,18,0.0573446939610562
"23544","RI","Architecture and Engineering",89548,18,0.0283333734485442
"23545","RI","Life, Physical, and Social Science",78785,18,0.015051227124301
"23546","RI","Community and Social Services",73444,18,0.0289230670485635
"23547","RI","Legal",75000,18,0.0188501375951733
"23548","RI","Education, Training, and Library",78094,18,0.0202742275816144
"23549","RI","Arts, Design, Entertainment, Sports, and Media",62475,18,0.0251482257042225
"23550","RI","Healthcare Practitioners and Technicians",80000,18,0.100259946566539
"23551","RI","Healthcare Support",50648,18,0.0204507345095113
"23552","RI","Protective Service",68656,18,0.00808722651454979
"23553","RI","Food Preparation and Serving",50648,18,0.0204828266782198
"23554","RI","Building and Grounds Cleaning and Maintenance",48200,18,0.0122231047568617
"23555","RI","Personal Care and Service",53000,18,0.0124317038534672
"23556","RI","Sales and Related",69764,18,0.0870660537062443
"23557","RI","Office and Administrative Support",55000,18,0.095357867796311
"23558","RI","Farming, Fishing, and Forestry",51000,18,0.00204587575516884
"23559","RI","Construction",68656,18,0.042377708779615
"23560","RI","Extraction",50000,18,0.000357025376882406
"23561","RI","Installation, Maintenance, and Repair",62475,18,0.0366372221018766
"23562","RI","Production",58526,18,0.0577177654222928
"23563","RI","Transportation and Material Moving",58994,18,0.0473199027607288
"23564","RI","Not Identified",67530,18,0.0235917555218588
"23565","SC","Chief Executives",175000,18,0.011924406053854
"23566","SC","Other Managers",80000,18,0.0164306597401886
"23567","SC","Business Operations Specialists",80232,18,0.137913664209273
"23568","SC","Financial Specialists",70000,18,0.0515935235930306
"23569","SC","Computer and Mathematical",84413,18,0.0409729673685415
