"","state","income_cutoff","F","M","16-24","25-34","35-44","45-64","65 and above","African American","Asian and Pacific Islander","Multi-racial","Native American","Other race","White","Bachelor's or above","High school or below","Some college","quantile"
"192","PA",8259,0.477135655093394,0.522864344906606,0.107238668762823,0.234607050547577,0.210776519491593,0.384374537024701,0.063003224173306,0.0939870500146553,0.0418899517706307,0.0531584641210797,0.00176951157771324,0.0319166511231314,0.77727837139279,0.383756987929335,0.4048050307762,0.211437981294466,4
"193","RI",10000,0.485524862429469,0.514475137570531,0.108647682307445,0.24480947073681,0.207523929916947,0.377657598356384,0.0613613186824147,0.0594738534958,0.0374525952022979,0.0929271169156276,0.00368267646054151,0.0666148050076421,0.739848952918091,0.38977527445539,0.388331625389274,0.221893100155336,4
"194","SC",8000,0.468058922494435,0.531941077505565,0.118225612570067,0.232758080805317,0.219664868736506,0.372349694680206,0.0570017432079038,0.240303672045865,0.0209811214292967,0.0506107915939317,0.00292581668408659,0.0288368054605516,0.656341792786269,0.308332558101357,0.423144109848243,0.2685233320504,4
"195","SD",8000,0.47003018115296,0.52996981884704,0.138080425838237,0.229848962151381,0.211307695863795,0.363646570113394,0.0571163460331927,0.0259445644205813,0.0170322086396027,0.0442282672584022,0.0293556290822156,0.0152259623957363,0.868213368203462,0.306523619889182,0.398523302888013,0.294953077222806,4
"196","TN",9371,0.465805441260902,0.534194558739098,0.12081149014408,0.247934152609563,0.21446964622577,0.363531471279766,0.0532532397408207,0.156323902315663,0.0224129063345818,0.0537551774339066,0.00214957486945348,0.0243292403696312,0.741029198676764,0.319142664789348,0.440078891789923,0.240778443420729,4
"197","TX",9600,0.436331028765126,0.563668971234874,0.121768870541983,0.254004227378432,0.235825993360452,0.342169848180256,0.0462310605388767,0.120521231402601,0.0625489845322139,0.179220068442787,0.00710617145561785,0.0901707623723792,0.540432781794401,0.328020951418594,0.43190398752969,0.240075061051716,4
"198","UT",7700,0.420672695473763,0.579327304526237,0.189405642421347,0.260898728563868,0.227330859023525,0.285009096390864,0.0373556736003952,0.0117656948124411,0.0360133019169754,0.0769028869139776,0.010834183216151,0.068785183647597,0.795698749492858,0.315613455281868,0.406867281898911,0.277519262819221,4
"199","VA",8851,0.468154646141823,0.531845353858177,0.110916609457369,0.241963243847835,0.223807074116363,0.366593594112133,0.0567194784663009,0.182062151702925,0.0797844748007234,0.0733850397836144,0.00315902870263653,0.0449358568757808,0.61667344813432,0.411845999143205,0.371352571191967,0.216801429664828,4
"200","VT",7289,0.481621361882907,0.518378638117093,0.120632126353418,0.220408933118373,0.20141729949658,0.389595692415472,0.067945948616157,0.0156953794060455,0.0196921999128783,0.0409472015520238,0.00154932929759248,0.00674519595647507,0.915370693874985,0.407877778127063,0.377039388890635,0.215082832982302,4
"201","WA",11327,0.436154999986542,0.563845000013458,0.109702514364418,0.271268817551603,0.237056835148424,0.338274316462087,0.0436975164734685,0.0383439516406563,0.126782935497676,0.0988304289196319,0.00828624018868788,0.0611101562388852,0.666646287514462,0.393761749254142,0.366901257624398,0.239336993121459,4
"202","WI",8666,0.463057813120982,0.536942186879018,0.13025681553837,0.224822068598389,0.213585591202605,0.384013702176378,0.0473218224842578,0.0505965077316299,0.0309566000517751,0.0580182160918534,0.00575086686866256,0.0230490441656366,0.831628765090442,0.324893897463384,0.398621487404426,0.276484615132191,4
"203","WV",8330,0.453573166750452,0.546426833249548,0.128504218982517,0.224748693647592,0.209769453084474,0.380491536999465,0.0564860972859515,0.0324780538804024,0.00991005245438031,0.0316028127885341,0.00106150521439401,0.00749262454159999,0.917454951120689,0.244054068669373,0.505572902375569,0.250373028955058,4
